Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,6,7,assignment
HG00319,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.953065,1e-05,0.008109,0.038772,1.4e-05,1e-05,1e-05,1e-05,0
HG00320,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.962586,1e-05,0.005865,0.031499,1e-05,1e-05,1e-05,1e-05,0
HG00321,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.93936,1e-05,0.016916,0.043669,1e-05,1e-05,1.5e-05,1e-05,0
HG00323,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.95618,1e-05,0.008242,0.035528,1e-05,1e-05,1e-05,1e-05,0
HG00324,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.951107,1e-05,0.020086,0.028756,1e-05,1e-05,1e-05,1e-05,0
HG00325,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.944219,1e-05,0.011586,0.044146,1e-05,1e-05,1e-05,1e-05,0
HG00326,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.963978,1e-05,0.00626,0.029712,1e-05,1e-05,1e-05,1e-05,0
HG00327,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.960327,1e-05,0.009748,0.029875,1e-05,1e-05,1e-05,1e-05,0
HG00328,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.961808,1e-05,0.008565,0.029577,1e-05,1e-05,1e-05,1e-05,0
HG00329,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.978014,1e-05,1e-05,0.021926,1e-05,1e-05,1e-05,1e-05,0
HG00330,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.960447,1e-05,0.006422,0.033081,1e-05,1e-05,1e-05,1e-05,0
HG00331,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.9645,1e-05,0.01337,0.02208,1e-05,1e-05,1e-05,1e-05,0
HG00332,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.955591,1e-05,0.006837,0.037522,1e-05,1e-05,1e-05,1e-05,0
HG00334,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.973377,1e-05,0.00023,0.026343,1e-05,1e-05,1e-05,1e-05,0
HG00335,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.976924,1e-05,0.000401,0.022625,1e-05,1e-05,1e-05,1e-05,0
HG00336,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.951672,1e-05,0.008055,0.040223,1e-05,1e-05,1e-05,1e-05,0
HG00337,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.971258,1e-05,0.009893,0.018799,1e-05,1e-05,1e-05,1e-05,0
HG00338,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.966696,1e-05,0.005033,0.028221,1e-05,1e-05,1e-05,1e-05,0
HG00339,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.960944,1e-05,0.008633,0.030373,1e-05,1e-05,1e-05,1e-05,0
HG00341,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.958591,1e-05,0.009295,0.028466,0.00094,1e-05,0.002678,1e-05,0
HG00342,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.937679,1e-05,0.010832,0.051439,1e-05,1e-05,1e-05,1e-05,0
HG00343,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.955648,1e-05,0.013429,0.030873,1e-05,1e-05,1e-05,1e-05,0
HG00344,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.984366,1e-05,0.00047,0.015115,1e-05,1e-05,1e-05,1e-05,0
HG00345,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.953413,1e-05,0.019486,0.027051,1e-05,1e-05,1e-05,1e-05,0
HG00346,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.965584,1e-05,0.002838,0.031528,1e-05,1e-05,1e-05,1e-05,0
HG00349,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.957003,1e-05,0.006107,0.036841,1e-05,1e-05,1e-05,1e-05,0
HG00350,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.994629,1e-05,0.005311,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00351,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.964902,1e-05,0.000274,0.034774,1e-05,1e-05,1e-05,1e-05,0
HG00353,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.953192,1e-05,0.003443,0.043314,1e-05,1e-05,1e-05,1e-05,0
HG00355,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.976604,1e-05,0.004866,0.01848,1e-05,1e-05,1e-05,1e-05,0
HG00356,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.964818,1e-05,0.002336,0.032796,1e-05,1e-05,1e-05,1e-05,0
HG00357,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.96572,1e-05,0.013072,0.021158,1e-05,1e-05,1e-05,1e-05,0
HG00358,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.9468,1e-05,0.010934,0.042216,1e-05,1e-05,1e-05,1e-05,0
HG00360,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,LP6005592-DNA_A02,Finland,,1.0,0.97231,1e-05,0.004186,0.023454,1e-05,1e-05,1e-05,1e-05,0
HG00361,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.944922,1e-05,0.010819,0.044208,1e-05,1e-05,1e-05,1e-05,0
HG00362,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.962286,1e-05,0.015279,0.022385,1e-05,1e-05,1e-05,1e-05,0
HG00364,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.959131,1e-05,0.006547,0.034272,1e-05,1e-05,1e-05,1e-05,0
HG00365,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.944573,1e-05,0.014098,0.041279,1e-05,1e-05,1e-05,1e-05,0
HG00366,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.954112,1e-05,0.016125,0.029712,1e-05,1e-05,1e-05,1e-05,0
HG00367,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.949586,1e-05,0.01378,0.036584,1e-05,1e-05,1e-05,1e-05,0
HG00368,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.948623,1e-05,0.012723,0.038604,1e-05,1e-05,1e-05,1e-05,0
HG00369,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.95256,1e-05,0.017712,0.029678,1e-05,1e-05,1e-05,1e-05,0
HG00371,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.958155,1e-05,0.010338,0.031456,1e-05,1e-05,1e-05,1e-05,0
HG00372,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.958058,1e-05,0.007788,0.034104,1e-05,1e-05,1e-05,1e-05,0
HG00373,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.937796,1e-05,0.010539,0.051615,1e-05,1e-05,1e-05,1e-05,0
HG00375,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.956371,1e-05,0.014342,0.029237,1e-05,1e-05,1e-05,1e-05,0
HG00376,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.972332,1e-05,0.003486,0.024131,1e-05,1e-05,1e-05,1e-05,0
HG00378,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.94867,1e-05,0.005492,0.045788,1e-05,1e-05,1e-05,1e-05,0
HG00379,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.963132,1e-05,0.008529,0.028289,1e-05,1e-05,1e-05,1e-05,0
HG00380,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.985475,1e-05,0.009105,0.00537,1e-05,1e-05,1e-05,1e-05,0
HG00381,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.962328,1e-05,0.00669,0.030932,1e-05,1e-05,1e-05,1e-05,0
HG00382,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.957764,1e-05,0.01076,0.031427,1e-05,1e-05,1e-05,1e-05,0
HG00383,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.958702,1e-05,1e-05,0.041238,1e-05,1e-05,1e-05,1e-05,0
HG00384,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.961389,1e-05,0.011729,0.026832,1e-05,1e-05,1e-05,1e-05,0
HG00403,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00404,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00406,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1.7e-05,0.999923,1e-05,1e-05,1e-05,1e-05,3
HG00407,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00409,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00410,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00419,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00421,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,0.999929,1e-05,1e-05,1e-05,1e-05,3
HG00422,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00428,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,0.999929,1e-05,1e-05,1e-05,1e-05,3
HG00436,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00437,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,0.999929,1e-05,1e-05,1e-05,1e-05,3
HG00442,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00443,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.2e-05,1e-05,1e-05,0.999925,1.3e-05,1e-05,1e-05,1e-05,3
HG00445,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00446,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00448,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00449,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00451,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00452,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00457,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.999929,1.1e-05,1e-05,1e-05,1e-05,3
HG00458,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00463,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00464,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00472,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00473,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00475,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00476,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00478,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.999929,1.1e-05,1e-05,1.1e-05,1e-05,3
HG00479,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00500,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.999929,1.1e-05,1e-05,1e-05,1e-05,3
HG00513,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00524,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00525,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00530,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00531,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00533,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00534,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00536,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,0.999929,1e-05,1e-05,1e-05,1e-05,3
HG00537,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00542,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00543,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00551,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,0.581713,1e-05,0.144729,1e-05,1e-05,0.080868,1e-05,0.19265,0
HG00553,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,0.453997,1e-05,0.199039,1e-05,1e-05,0.180021,1e-05,0.166902,0
HG00554,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,0.594056,1e-05,0.110959,1e-05,1e-05,0.076517,1e-05,0.218429,0
HG00556,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00557,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.999928,1.2e-05,1e-05,1e-05,1e-05,3
HG00559,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00560,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00565,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,0.999929,1e-05,1e-05,1e-05,1e-05,3
HG00566,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,0.999929,1e-05,1e-05,1e-05,1e-05,3
HG00580,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.999928,1e-05,1e-05,1.2e-05,1e-05,3
HG00581,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00583,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,0.999929,1e-05,1e-05,1e-05,1e-05,3
HG00584,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.999929,1.1e-05,1e-05,1e-05,1e-05,3
HG00589,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00590,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.998742,1e-05,1e-05,0.001198,1e-05,3
HG00592,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.001698,1e-05,0.005418,0.992834,1e-05,1e-05,1e-05,1e-05,3
HG00593,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,0.999929,1e-05,1e-05,1.1e-05,1e-05,3
HG00595,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00596,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00598,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00599,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00607,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,0.999929,1e-05,1e-05,1e-05,1e-05,3
HG00608,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00610,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00611,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00613,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,0.999929,1e-05,1e-05,1e-05,1e-05,3
HG00614,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00619,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00620,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00622,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1.2e-05,0.999928,1e-05,1e-05,1e-05,1e-05,3
HG00623,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00625,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,2e-05,1e-05,1e-05,0.99465,1e-05,1e-05,0.005281,1e-05,3
HG00626,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00628,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00629,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,0.999929,1.1e-05,1e-05,1e-05,1e-05,3
HG00631,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00632,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00634,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00637,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,0.583725,1e-05,0.129777,1e-05,1e-05,0.150605,1e-05,0.135854,0
HG00638,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,0.483146,0.002893,0.144925,1e-05,1e-05,0.155964,1e-05,0.213041,0
HG00640,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,0.61561,1e-05,0.112094,1e-05,1e-05,0.061592,1e-05,0.210664,0
HG00641,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,0.598377,1e-05,0.159298,1e-05,1e-05,0.074367,1e-05,0.167918,0
HG00650,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
HG00651,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.2e-05,1e-05,1e-05,0.999928,1e-05,1e-05,1e-05,1e-05,3
HG00653,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
