Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,6,7,assignment
D-039467-7,,,,,,,,,,,,,0.003869,0.157983,0.023912,1e-05,0.012221,0.424463,0.281386,0.096156,5
D-039575-8,,,,,,,,,,,,,1e-05,0.0223,0.13177,0.002598,1e-05,0.056211,0.69822,0.088881,6
D-039584-9,,,,,,,,,,,,,0.000714,0.077423,0.062247,1e-05,0.081582,0.288359,0.074746,0.414919,7
D-039728-3,,,,,,,,,,,,,1e-05,0.609255,0.215252,0.009316,0.000849,1e-05,0.15597,0.009338,1
D-039737-4,,,,,,,,,,,,,0.00027,0.200208,0.195117,1e-05,1e-05,0.028627,0.424728,0.151031,6
D-039845-5,,,,,,,,,,,,,0.000824,0.158143,0.736906,1e-05,1e-05,0.008375,1e-05,0.095722,2
D-039935-4,,,,,,,,,,,,,1e-05,0.391251,0.342229,1e-05,1e-05,1e-05,0.182128,0.084352,1
D-039944-5,,,,,,,,,,,,,1e-05,0.483,0.097634,0.01145,1e-05,0.003378,0.404508,1e-05,1
D-039980-9,,,,,,,,,,,,,0.001144,1e-05,0.296283,1e-05,0.008356,0.059063,0.547153,0.08798,6
D-043598-4,,,,,,,,,,,,,0.004084,0.207836,0.343054,1e-05,0.059268,0.06002,0.273679,0.052049,2
D-043787-3,,,,,,,,,,,,,1e-05,0.003351,0.18043,1e-05,0.044468,0.742076,1e-05,0.029645,5
D-043796-4,,,,,,,,,,,,,1e-05,0.135578,0.291734,0.000658,1e-05,0.017341,0.318193,0.236476,6
D-043868-1,,,,,,,,,,,,,0.001101,0.616192,0.248263,0.001654,1e-05,0.056114,1e-05,0.076656,1
D-044786-4,,,,,,,,,,,,,0.00214,0.219935,0.549337,1e-05,0.017388,0.0075,0.092789,0.110902,2
D-045299-6,,,,,,,,,,,,,1e-05,0.225491,0.138896,0.005175,0.023523,0.030967,0.361086,0.214852,6
D-045677-4,,,,,,,,,,,,,1e-05,0.149834,0.392716,1e-05,1e-05,0.041628,0.310389,0.105403,2
D-045893-6,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,3
D-045938-0,,,,,,,,,,,,,1e-05,0.117972,0.795539,1e-05,1e-05,0.021861,0.012904,0.051694,2
D-046199-7,,,,,,,,,,,,,1e-05,0.027841,0.374864,1e-05,0.024249,0.041267,0.414918,0.116841,6
D-046658-3,,,,,,,,,,,,,1e-05,0.338375,0.231869,1e-05,1e-05,0.069956,0.27596,0.08381,1
D-046685-6,,,,,,,,,,,,,0.689523,0.081566,0.151336,0.012413,0.003859,0.014435,0.012668,0.0342,0
D-046856-3,,,,,,,,,,,,,1e-05,1e-05,0.061887,1e-05,0.027296,1e-05,0.399838,0.510939,7
D-046955-3,,,,,,,,,,,,,1e-05,0.080422,0.249817,1e-05,0.016104,1e-05,0.586217,0.067409,6
D-046991-7,,,,,,,,,,,,,1e-05,0.268049,1e-05,0.001578,0.029506,0.209772,0.491066,1e-05,6
D-047279-6,,,,,,,,,,,,,0.969429,1e-05,0.017112,1e-05,1e-05,1e-05,1e-05,0.013409,0
D-047495-8,,,,,,,,,,,,,1e-05,1e-05,0.61475,1e-05,0.000492,0.018958,0.36576,1e-05,2
D-047819-0,,,,,,,,,,,,,1e-05,0.560707,0.155314,0.018476,0.022929,0.037123,0.205432,1e-05,1
D-047837-2,,,,,,,,,,,,,0.001669,0.122499,0.247669,0.000451,0.018728,1e-05,0.591864,0.017111,6
D-047855-4,,,,,,,,,,,,,1e-05,0.272917,0.087514,0.003191,0.016133,0.246112,0.301714,0.072408,6
D-048098-9,,,,,,,,,,,,,0.000476,0.142734,0.473624,1e-05,0.049602,0.017497,0.266327,0.04973,2
D-048287-8,,,,,,,,,,,,,1e-05,0.353379,0.249702,0.001224,0.037987,0.054301,0.303387,1e-05,1
D-048395-9,,,,,,,,,,,,,1e-05,0.233584,0.314679,1e-05,0.02736,0.042933,0.346925,0.034498,6
D-048566-6,,,,,,,,,,,,,0.01833,1e-05,1e-05,0.011304,0.146278,0.003439,1e-05,0.820619,7
D-048746-4,,,,,,,,,,,,,0.015302,1e-05,1e-05,0.003115,0.084128,1e-05,0.152459,0.744967,7
D-048791-9,,,,,,,,,,,,,0.001621,0.217792,0.420583,1e-05,1e-05,0.077806,0.131743,0.150435,2
D-048881-8,,,,,,,,,,,,,0.000999,1e-05,1e-05,0.015464,0.005017,0.394937,0.235893,0.347671,5
D-048953-5,,,,,,,,,,,,,1e-05,0.177864,0.646844,1e-05,1e-05,0.036833,0.024395,0.114035,2
D-049088-9,,,,,,,,,,,,,0.018905,0.033019,0.049882,0.017268,1e-05,0.230159,0.51186,0.138896,6
D-049466-7,,,,,,,,,,,,,0.005175,0.152704,0.624582,0.000698,0.008973,0.054001,0.045449,0.108419,2
D-049475-8,,,,,,,,,,,,,0.00376,9.4e-05,0.165553,1e-05,0.028439,0.04449,0.752238,0.005417,6
D-049817-2,,,,,,,,,,,,,0.00134,0.403592,0.158651,0.001463,0.052755,1e-05,0.38218,1e-05,1
D-049880-9,,,,,,,,,,,,,1e-05,0.028152,0.688073,1.3e-05,1e-05,0.03863,0.244491,0.00062,2
D-051869-9,,,,,,,,,,,,,0.000329,0.129146,0.440047,1e-05,0.035635,0.074754,0.268973,0.051106,2
D-052688-2,,,,,,,,,,,,,1.1e-05,0.150831,0.29631,1e-05,0.013141,0.095644,0.287855,0.156197,2
D-052769-0,,,,,,,,,,,,,1e-05,0.235478,0.499185,1e-05,0.014425,0.017748,0.064468,0.168677,2
D-052985-2,,,,,,,,,,,,,1e-05,0.070865,0.10335,0.00872,1e-05,0.609771,0.051935,0.155339,5
D-053759-0,,,,,,,,,,,,,0.004725,0.216169,0.501857,0.005764,1e-05,0.103945,1e-05,0.16752,2
D-053885-3,,,,,,,,,,,,,1e-05,0.151999,0.733425,1e-05,1e-05,0.019114,1e-05,0.095422,2
D-053993-4,,,,,,,,,,,,,1e-05,0.341167,0.252589,1e-05,1e-05,0.049263,0.286178,0.070772,1
D-054578-3,,,,,,,,,,,,,1e-05,0.117187,0.02237,1e-05,0.011656,0.301878,0.426053,0.120836,6
D-054587-4,,,,,,,,,,,,,1e-05,0.228053,0.57286,1e-05,0.015116,0.048769,0.028979,0.106203,2
D-054686-4,,,,,,,,,,,,,0.002205,0.256441,0.210363,1e-05,1e-05,0.118424,0.172877,0.239669,1
D-054884-4,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.0034,0.100061,0.366467,0.123897,0.406146,7
D-054893-5,,,,,,,,,,,,,1e-05,0.187756,0.514939,1e-05,0.006817,0.014156,0.247638,0.028674,2
D-054983-4,,,,,,,,,,,,,0.001149,0.039901,0.231801,0.004465,0.009708,0.105508,0.498136,0.109331,6
D-055649-1,,,,,,,,,,,,,4.6e-05,0.159578,0.062982,1e-05,0.020148,0.296304,0.311642,0.149291,6
D-055946-1,,,,,,,,,,,,,0.007247,0.174164,0.55685,0.001673,0.019854,0.00258,0.228533,0.009098,2
D-056279-5,,,,,,,,,,,,,0.000527,0.249388,0.306484,1e-05,0.060696,0.060051,0.185706,0.137137,2
D-056657-3,,,,,,,,,,,,,1e-05,0.108214,0.138302,1e-05,1e-05,0.497858,0.07351,0.182085,5
D-056729-0,,,,,,,,,,,,,0.002668,0.143735,0.2466,1e-05,1e-05,0.084454,0.398332,0.12419,6
D-057269-5,,,,,,,,,,,,,1e-05,0.06716,0.161738,1e-05,1e-05,0.134292,0.624401,0.012379,6
D-057719-0,,,,,,,,,,,,,1e-05,0.108686,0.34936,0.010782,0.004619,0.257341,0.145115,0.124087,2
D-057764-5,,,,,,,,,,,,,0.000543,0.154308,0.460877,1e-05,1e-05,0.016978,0.27214,0.095135,2
D-057944-3,,,,,,,,,,,,,0.001929,0.127587,0.444025,0.001055,0.028307,0.106465,0.231006,0.059626,2
D-058187-8,,,,,,,,,,,,,1e-05,0.653442,0.147249,0.016489,1e-05,0.16238,0.01039,0.010029,1
D-058259-5,,,,,,,,,,,,,1e-05,0.179025,0.409728,0.001518,1e-05,0.246594,0.098499,0.064617,2
D-058475-7,,,,,,,,,,,,,0.010379,0.000951,0.083662,0.004528,0.103769,0.072048,0.002602,0.722061,7
D-058529-2,,,,,,,,,,,,,0.003092,0.208225,0.460593,0.002242,1e-05,1e-05,0.217268,0.108559,2
D-058628-2,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.003296,0.037397,0.500892,0.341659,0.116725,5
D-058655-5,,,,,,,,,,,,,1e-05,0.396679,0.33628,0.015486,1e-05,0.067201,0.14357,0.040764,1
D-058664-6,,,,,,,,,,,,,1e-05,0.126346,0.60257,1e-05,0.013673,0.052469,0.14571,0.059212,2
D-058709-0,,,,,,,,,,,,,1e-05,0.067772,0.020069,1e-05,0.047483,0.019531,0.804769,0.040356,6
D-058718-1,,,,,,,,,,,,,1e-05,0.020636,0.165823,1e-05,0.068915,1e-05,0.208642,0.535954,7
D-058736-3,,,,,,,,,,,,,1e-05,0.112971,0.426203,0.001759,0.006363,0.129442,0.216099,0.107152,2
D-058934-3,,,,,,,,,,,,,0.002168,0.022456,0.193023,1e-05,0.054659,0.013343,0.662034,0.052306,6
D-059069-7,,,,,,,,,,,,,0.002289,0.179188,0.509543,0.000787,1e-05,1e-05,0.247821,0.060351,2
D-059096-0,,,,,,,,,,,,,0.49077,1e-05,0.16378,0.006087,1e-05,1e-05,0.336765,0.002567,0
D-059276-8,,,,,,,,,,,,,0.004675,0.219073,0.551563,0.002155,1e-05,0.004032,0.093888,0.124604,2
D-059492-0,,,,,,,,,,,,,1e-05,0.63899,0.162304,0.010569,0.00234,0.003412,0.168811,0.013565,1
D-059690-0,,,,,,,,,,,,,0.003322,0.18522,0.313506,1e-05,0.034583,0.040757,0.335551,0.08705,6
D-059915-2,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.004846,0.994537,0.000567,1e-05,1e-05,4
D-060959-7,,,,,,,,,,,,,1e-05,0.439907,0.174374,1e-05,1e-05,1e-05,0.385669,1e-05,1
D-061796-2,,,,,,,,,,,,,1e-05,0.30781,0.313903,0.005459,1e-05,0.007396,0.266638,0.098773,2
D-061859-8,,,,,,,,,,,,,1e-05,0.014483,0.161355,0.010114,0.036955,0.564182,0.101909,0.110992,5
D-063479-2,,,,,,,,,,,,,1e-05,0.230422,0.443796,1e-05,1e-05,0.079479,0.047261,0.199012,2
D-063488-3,,,,,,,,,,,,,1e-05,0.122366,0.357087,0.003916,0.029494,0.293222,0.133451,0.060454,2
D-063659-0,,,,,,,,,,,,,1e-05,0.269471,0.240352,0.000674,0.006532,0.072062,0.315967,0.094932,6
D-063695-4,,,,,,,,,,,,,0.000796,0.300221,0.445608,1e-05,0.011506,0.153254,1e-05,0.088594,2
D-063947-9,,,,,,,,,,,,,1e-05,0.171409,0.507863,0.001,0.008015,0.023761,0.11707,0.170873,2
D-064487-4,,,,,,,,,,,,,0.006219,0.19953,0.589729,0.000987,0.011479,0.010976,0.116245,0.064835,2
D-064586-4,,,,,,,,,,,,,1e-05,0.225758,0.252575,3.8e-05,0.021546,0.27369,0.113526,0.112856,5
D-064856-1,,,,,,,,,,,,,0.00157,0.194044,0.508677,1e-05,0.014217,0.025041,0.154139,0.102302,2
D-064955-1,,,,,,,,,,,,,0.021518,0.017903,0.178102,0.002514,0.091544,0.045692,1e-05,0.642717,7
D-065198-6,,,,,,,,,,,,,1e-05,0.200924,0.288267,0.002585,1e-05,0.43965,1e-05,0.068545,5
D-065576-4,,,,,,,,,,,,,0.001784,0.240205,0.683411,1e-05,1e-05,1e-05,0.039806,0.034763,2
D-065585-5,,,,,,,,,,,,,1e-05,0.240444,0.120083,0.006717,0.021017,0.061248,0.550471,1e-05,6
D-065594-6,,,,,,,,,,,,,1e-05,0.064895,0.107545,0.002144,0.022191,0.026144,0.662975,0.114095,6
D-065819-8,,,,,,,,,,,,,1e-05,0.050029,1e-05,1e-05,0.949911,1e-05,1e-05,1e-05,4
D-065873-4,,,,,,,,,,,,,0.001111,0.313206,0.580174,1e-05,1e-05,0.000551,1e-05,0.104928,2
D-065909-7,,,,,,,,,,,,,0.001742,0.205033,0.459256,0.000392,0.006659,0.029636,0.185646,0.111635,2
D-065954-2,,,,,,,,,,,,,0.00193,1e-05,0.245221,0.002678,1e-05,0.403938,1e-05,0.346203,5
D-065981-5,,,,,,,,,,,,,1e-05,0.06621,1e-05,0.003131,0.053667,0.537486,0.26848,0.071006,5
D-066197-7,,,,,,,,,,,,,0.726208,0.107017,0.088536,0.002812,0.008403,0.009932,0.042545,0.014548,0
D-066395-7,,,,,,,,,,,,,1e-05,0.207748,0.662458,0.002657,0.024199,1e-05,1e-05,0.102908,2
D-066494-7,,,,,,,,,,,,,0.000327,0.230859,0.451075,1e-05,0.016494,0.049683,0.155548,0.096004,2
D-066566-4,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.005745,0.039096,0.654648,0.166231,0.13425,5
D-066737-1,,,,,,,,,,,,,0.006406,0.297773,0.230058,0.003921,1e-05,0.152323,0.214928,0.094581,1
D-066854-3,,,,,,,,,,,,,0.023564,0.186913,0.455885,1e-05,0.010274,0.017781,0.218678,0.086896,2
D-066917-9,,,,,,,,,,,,,1e-05,0.471391,0.175565,0.003702,0.038368,0.071373,0.239581,1e-05,1
D-067259-4,,,,,,,,,,,,,1e-05,0.365965,0.410868,1e-05,1e-05,0.089951,0.121942,0.011245,2
D-067277-6,,,,,,,,,,,,,0.887001,1e-05,1e-05,0.002584,0.012242,1e-05,0.098134,1e-05,0
D-067295-8,,,,,,,,,,,,,1e-05,0.237083,0.343327,0.006304,0.015082,0.050945,0.347239,1e-05,6
D-067385-7,,,,,,,,,,,,,1e-05,0.543078,0.316508,1e-05,0.024563,0.062312,0.017591,0.035927,1
D-067394-8,,,,,,,,,,,,,0.000487,0.233151,0.3787,1e-05,1e-05,0.086689,0.139136,0.161817,2
D-067637-2,,,,,,,,,,,,,1e-05,0.209942,0.216627,0.000146,0.002754,0.16091,0.272467,0.137144,6
D-067925-1,,,,,,,,,,,,,1e-05,0.240453,0.456364,1e-05,1e-05,0.004642,0.153694,0.144817,2
D-068267-6,,,,,,,,,,,,,0.0012,0.033826,0.344545,1e-05,0.014239,0.041923,0.547895,0.016363,6
D-068393-9,,,,,,,,,,,,,1e-05,0.033732,0.089775,0.000143,0.055843,0.020519,0.799968,1e-05,6
D-068645-4,,,,,,,,,,,,,1e-05,0.339513,0.354264,0.003137,0.007602,1e-05,0.239098,0.056365,2
D-068690-9,,,,,,,,,,,,,1.1e-05,1e-05,0.107864,0.005842,1e-05,0.788171,0.057739,0.040354,5
D-068816-1,,,,,,,,,,,,,0.003722,0.126952,0.335242,1e-05,0.010503,0.049393,0.337956,0.136222,6
D-068924-2,,,,,,,,,,,,,0.009112,1e-05,1e-05,0.006953,1e-05,1e-05,0.893913,0.089981,6
D-069086-9,,,,,,,,,,,,,1e-05,0.666098,1e-05,0.072593,1e-05,0.261259,1e-05,1e-05,1
D-069239-4,,,,,,,,,,,,,1e-05,0.192416,0.392575,1e-05,0.003962,0.134255,0.092374,0.184398,2
D-069392-0,,,,,,,,,,,,,0.001083,0.126824,0.228067,1e-05,0.008426,0.40647,0.098604,0.130516,5
D-069473-8,,,,,,,,,,,,,1e-05,1e-05,0.618511,0.003314,0.00674,0.008803,0.362603,1e-05,2
D-069590-0,,,,,,,,,,,,,1e-05,0.140959,0.138255,0.000288,1e-05,0.02898,0.634489,0.05701,6
D-069752-6,,,,,,,,,,,,,0.000528,0.031292,0.460648,1e-05,0.011604,0.022107,0.347351,0.12646,2
D-069851-6,,,,,,,,,,,,,0.00054,0.168367,0.577758,1e-05,0.00854,0.014416,0.069221,0.161149,2
D-069941-5,,,,,,,,,,,,,4.7e-05,0.202381,0.455069,1e-05,6.1e-05,0.011501,0.191014,0.139918,2
D-070886-0,,,,,,,,,,,,,1e-05,0.145275,0.16219,0.001835,0.002915,0.306964,0.25015,0.130661,5
D-071759-8,,,,,,,,,,,,,0.001145,0.331561,0.442491,0.002795,0.020947,0.020463,0.063739,0.116859,2
D-071768-9,,,,,,,,,,,,,1e-05,0.224068,0.025947,0.005128,0.033535,0.331587,0.379715,1e-05,6
D-071786-1,,,,,,,,,,,,,1e-05,0.053295,0.129815,1e-05,0.002309,0.334642,0.412288,0.067632,6
D-071858-8,,,,,,,,,,,,,0.001381,0.205039,0.524267,1e-05,0.005634,0.161521,1e-05,0.102138,2
D-071939-6,,,,,,,,,,,,,1e-05,0.415729,0.176844,0.000307,0.050975,1e-05,0.329233,0.026892,1
D-071975-0,,,,,,,,,,,,,1e-05,0.130742,0.571982,0.004024,0.018434,0.078732,0.172592,0.023483,2
D-072839-7,,,,,,,,,,,,,0.002406,0.098019,0.268512,0.000123,1e-05,1e-05,0.540897,0.090022,6
D-072884-2,,,,,,,,,,,,,0.00176,0.16592,0.479204,1e-05,1e-05,0.053482,0.190276,0.109338,2
D-072974-1,,,,,,,,,,,,,1e-05,0.166931,0.140757,0.003341,0.040381,0.301684,0.225391,0.121505,5
D-073568-1,,,,,,,,,,,,,0.851016,1e-05,0.06956,1e-05,1e-05,0.056943,1e-05,0.022442,0
D-073577-2,,,,,,,,,,,,,0.000995,0.106759,0.493999,0.001648,0.001162,1e-05,0.261059,0.134368,2
D-073766-1,,,,,,,,,,,,,1e-05,1e-05,0.91974,1e-05,1e-05,0.052742,0.02394,0.003538,2
D-073847-9,,,,,,,,,,,,,0.000305,0.623109,0.325071,1e-05,0.026336,0.025149,1e-05,1e-05,1
D-074549-0,,,,,,,,,,,,,1e-05,0.207213,0.311627,1e-05,0.033163,0.026577,0.374841,0.04656,6
D-074576-3,,,,,,,,,,,,,1e-05,0.139186,0.201689,1e-05,0.038599,0.103167,0.303529,0.213809,6
D-074657-1,,,,,,,,,,,,,0.46775,0.028228,0.080599,1e-05,1e-05,0.055579,0.354775,0.013048,0
D-074837-9,,,,,,,,,,,,,1e-05,0.295677,0.095747,4.3e-05,1e-05,0.017896,0.46548,0.125135,6
D-074855-1,,,,,,,,,,,,,1e-05,0.14432,0.229109,1e-05,0.01698,0.477517,0.086928,0.045125,5
D-074873-3,,,,,,,,,,,,,0.001007,0.068679,0.334423,1e-05,0.001968,0.031036,0.484468,0.078408,6
D-074882-4,,,,,,,,,,,,,1e-05,0.102876,0.383753,1e-05,0.022688,0.02846,0.399118,0.063086,6
D-075197-6,,,,,,,,,,,,,1e-05,0.023366,1e-05,1e-05,0.922523,1e-05,1e-05,0.054061,4
D-075647-1,,,,,,,,,,,,,1e-05,1e-05,0.029895,1e-05,1e-05,0.372054,0.598001,1e-05,6
D-075737-0,,,,,,,,,,,,,1e-05,0.086142,0.405353,0.006151,0.0564,0.065633,0.336765,0.043546,2
D-075755-2,,,,,,,,,,,,,1e-05,0.058633,0.099989,0.006229,1e-05,0.670018,0.125485,0.039626,5
D-075836-0,,,,,,,,,,,,,0.002786,0.202883,0.519968,0.003316,1e-05,0.178469,1e-05,0.092557,2
D-075845-1,,,,,,,,,,,,,1e-05,1e-05,0.048398,1e-05,0.009995,1e-05,0.715289,0.226277,6
D-076268-4,,,,,,,,,,,,,0.893259,1e-05,1e-05,0.008782,1e-05,1e-05,0.088957,0.008962,0
D-076376-5,,,,,,,,,,,,,0.002229,0.184612,0.41935,1e-05,1e-05,0.030088,0.20679,0.156912,2
D-076574-5,,,,,,,,,,,,,1e-05,0.116779,0.248629,1e-05,0.024148,0.04232,0.514778,0.053326,6
D-076682-6,,,,,,,,,,,,,0.001666,0.111646,0.314653,0.001938,1e-05,0.2804,0.223713,0.065974,2
D-076871-5,,,,,,,,,,,,,1e-05,0.147968,0.356387,1e-05,1e-05,0.045764,0.313988,0.135863,2
D-077069-5,,,,,,,,,,,,,1e-05,0.621811,0.220897,0.015055,0.022071,0.052627,0.06752,1e-05,1
D-077078-6,,,,,,,,,,,,,0.000189,0.117575,0.318275,0.002387,1e-05,0.129288,0.382954,0.049321,6
D-077096-8,,,,,,,,,,,,,1e-05,0.292422,0.396611,0.004005,1e-05,0.133936,1e-05,0.172996,2
D-077159-4,,,,,,,,,,,,,0.000246,0.28024,0.255936,0.006516,1e-05,0.273765,0.141268,0.04202,1
D-077285-7,,,,,,,,,,,,,0.001037,0.098561,0.456896,0.000974,0.060679,0.028314,0.262013,0.091526,2
D-077780-7,,,,,,,,,,,,,0.009921,0.212673,0.63528,1e-05,1e-05,0.040165,1e-05,0.101931,2
D-077852-4,,,,,,,,,,,,,1e-05,0.191459,0.562651,1e-05,1e-05,0.128133,1e-05,0.117717,2
D-078149-4,,,,,,,,,,,,,0.001886,0.13863,0.454179,0.003407,1e-05,0.02576,0.292239,0.083889,2
D-078167-6,,,,,,,,,,,,,1e-05,0.095662,0.15526,1e-05,1e-05,0.712886,1e-05,0.036152,5
D-078284-8,,,,,,,,,,,,,1e-05,0.046488,0.4505,0.002088,0.0443,0.314117,0.054954,0.087543,2
D-078293-9,,,,,,,,,,,,,1.4e-05,0.097223,0.083174,1e-05,0.06239,0.053702,0.55759,0.145896,6
D-078347-4,,,,,,,,,,,,,1e-05,0.07508,0.205747,0.003551,1e-05,0.55397,1e-05,0.161621,5
D-078356-5,,,,,,,,,,,,,0.00378,0.04649,0.480879,1e-05,0.015587,0.000884,0.20916,0.243209,2
D-078383-8,,,,,,,,,,,,,0.000196,0.286407,0.371987,1e-05,0.008915,0.077091,0.108443,0.146952,2
D-078455-5,,,,,,,,,,,,,0.002293,0.174869,0.282971,0.00654,1e-05,0.005801,0.404184,0.123331,6
D-078617-1,,,,,,,,,,,,,1e-05,0.178212,0.369118,1e-05,1e-05,0.123497,0.086574,0.242569,2
D-078725-2,,,,,,,,,,,,,1e-05,0.001359,0.043574,1e-05,1e-05,0.698659,0.174862,0.081516,5
D-078923-2,,,,,,,,,,,,,0.001465,0.140358,0.075791,1e-05,0.005541,0.07941,0.425565,0.271861,6
D-079256-6,,,,,,,,,,,,,1e-05,0.186807,0.35651,1e-05,0.003106,0.348752,1e-05,0.104795,2
D-079292-0,,,,,,,,,,,,,1e-05,0.284036,0.171011,1e-05,0.037466,0.087512,0.1958,0.224153,1
D-079337-4,,,,,,,,,,,,,0.988243,1e-05,0.001403,1e-05,0.010304,1e-05,1e-05,1e-05,0
D-079355-6,,,,,,,,,,,,,1e-05,0.534871,0.287295,0.00836,0.099728,0.012126,1e-05,0.0576,1
D-079418-2,,,,,,,,,,,,,1e-05,0.205967,0.174016,1e-05,0.028542,0.145316,0.214497,0.231642,7
D-079445-5,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.999921,1.9e-05,1e-05,1e-05,1e-05,3
D-079463-7,,,,,,,,,,,,,0.02298,0.204953,0.45146,0.007032,0.060241,1e-05,0.159461,0.093863,2
D-079715-2,,,,,,,,,,,,,0.000219,0.05337,0.024966,1e-05,0.002926,0.045378,0.713262,0.159869,6
D-079742-5,,,,,,,,,,,,,0.000472,0.196431,0.490795,1e-05,0.048134,0.134368,0.032633,0.097157,2
D-079805-1,,,,,,,,,,,,,1e-05,0.329624,0.343509,0.007265,1e-05,0.08368,0.138302,0.097601,2
D-079931-4,,,,,,,,,,,,,0.003272,1e-05,0.804336,0.00156,0.078136,0.047089,0.048889,0.016707,2
D-079940-5,,,,,,,,,,,,,1e-05,0.195312,0.313473,1e-05,1e-05,0.187386,0.162226,0.141573,2
D-080498-1,,,,,,,,,,,,,0.000212,0.248091,0.155161,0.000267,0.008742,0.106628,0.348361,0.132539,6
D-080579-9,,,,,,,,,,,,,1e-05,0.165846,0.537882,0.007676,0.036294,0.075757,1e-05,0.176526,2
D-080588-0,,,,,,,,,,,,,0.042425,1e-05,0.430071,0.268565,0.033615,0.003982,1e-05,0.221322,2
D-080849-6,,,,,,,,,,,,,1e-05,0.187557,0.458749,1e-05,1e-05,0.087309,0.130734,0.135622,2
D-081758-8,,,,,,,,,,,,,1e-05,1e-05,0.199219,0.000764,0.066871,0.03713,0.280414,0.415582,7
D-081794-2,,,,,,,,,,,,,0.002528,0.209322,0.664766,1e-05,1e-05,0.004404,0.050842,0.068118,2
D-081929-5,,,,,,,,,,,,,0.881867,1e-05,1e-05,1e-05,0.00066,0.001401,0.113605,0.002437,0
D-081956-8,,,,,,,,,,,,,1e-05,0.247341,0.192581,1e-05,0.024139,0.279576,0.206716,0.049627,5
D-081983-1,,,,,,,,,,,,,0.014659,0.196973,0.385431,0.0018,0.056523,1e-05,0.288642,0.055961,2
D-082586-2,,,,,,,,,,,,,1e-05,0.109271,0.233471,0.001718,0.038358,0.328761,0.276756,0.011656,5
D-082793-3,,,,,,,,,,,,,0.000414,0.230301,0.644655,1e-05,1e-05,0.006755,1e-05,0.117844,2
D-082856-9,,,,,,,,,,,,,1e-05,0.25852,0.429646,1e-05,0.011157,0.111918,1e-05,0.188728,2
D-082865-0,,,,,,,,,,,,,0.001446,0.102809,0.436567,0.001482,0.029907,0.037477,0.286092,0.104221,2
D-082973-1,,,,,,,,,,,,,1e-05,0.202304,0.627993,0.007145,0.019623,0.011295,0.085926,0.045704,2
D-083558-0,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.965789,1e-05,0.034151,1e-05,4
D-083657-0,,,,,,,,,,,,,1e-05,0.197441,0.38442,0.012441,1e-05,0.013579,0.248129,0.143969,2
D-083675-2,,,,,,,,,,,,,0.002114,0.121466,0.352894,1e-05,0.003014,0.003409,0.414009,0.103084,6
D-083936-8,,,,,,,,,,,,,0.659038,0.05048,0.181878,0.010009,1e-05,0.001118,0.059823,0.037643,0
D-083954-0,,,,,,,,,,,,,0.000732,0.020424,0.588419,1e-05,0.011019,1e-05,0.366237,0.01315,2
D-083972-2,,,,,,,,,,,,,0.006019,0.171459,0.565229,1e-05,1e-05,0.03064,0.113451,0.113183,2
D-084548-0,,,,,,,,,,,,,1e-05,0.100327,0.389004,1e-05,0.028867,0.061654,0.34011,0.080018,2
D-084692-5,,,,,,,,,,,,,1e-05,0.469008,0.155174,0.004547,0.016207,0.072471,0.211977,0.070606,1
D-084746-0,,,,,,,,,,,,,0.033641,1e-05,0.362519,0.257403,0.066714,0.046628,0.060038,0.173047,2
D-084827-8,,,,,,,,,,,,,0.000875,0.271904,0.578413,1e-05,0.026223,1e-05,0.062141,0.060423,2
D-084881-4,,,,,,,,,,,,,0.002806,0.167806,0.595304,0.003618,1e-05,1e-05,0.132066,0.09838,2
D-085655-2,,,,,,,,,,,,,0.993371,1e-05,1e-05,0.006569,1e-05,1e-05,1e-05,1e-05,0
D-085727-9,,,,,,,,,,,,,1e-05,0.287328,1e-05,0.005612,1e-05,0.00719,0.699829,1e-05,6
D-085763-3,,,,,,,,,,,,,1e-05,0.061902,0.014066,1e-05,0.015055,0.136939,0.675393,0.096625,6
D-085862-3,,,,,,,,,,,,,0.00019,0.320557,0.087382,0.007904,1e-05,0.253847,0.267484,0.062628,1
D-085925-9,,,,,,,,,,,,,0.003356,0.192256,0.550474,1e-05,0.00624,1e-05,0.134178,0.113476,2
D-086474-5,,,,,,,,,,,,,0.000726,0.176395,0.080581,1e-05,0.005166,0.391512,0.220088,0.125522,5
D-086564-4,,,,,,,,,,,,,1e-05,0.184403,0.119422,0.004341,0.011648,0.054816,0.422883,0.202476,6
D-086717-9,,,,,,,,,,,,,0.001841,0.0828,1e-05,0.002695,1e-05,0.584211,0.169244,0.159189,5
D-086735-1,,,,,,,,,,,,,0.001478,0.182335,0.347368,1e-05,0.002041,0.025711,0.335454,0.105603,2
D-086951-3,,,,,,,,,,,,,1e-05,0.207706,0.288499,0.000155,0.036403,0.086354,0.311978,0.068895,6
