Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,6,7,8,assignment
HG03636,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,0.018977,0.122669,0.476802,0.000584,0.380927,1e-05,1e-05,4
HG03640,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1.6e-05,0.000357,1e-05,0.024633,0.515112,0.000461,0.459391,1e-05,1e-05,4
HG03642,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1.6e-05,1e-05,1e-05,1.5e-05,0.536328,1e-05,0.46359,1e-05,1e-05,4
HG03643,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,0.000247,1e-05,0.001338,0.525282,1e-05,0.47308,1.3e-05,1e-05,4
HG03644,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,0.000638,0.522633,1e-05,0.476669,1e-05,1e-05,4
HG03645,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.52917,1.4e-05,0.470756,1e-05,1e-05,4
HG03646,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.521969,1e-05,0.477961,1e-05,1e-05,4
HG03649,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,0.002245,1e-05,0.104538,0.490895,1e-05,0.402273,1e-05,1e-05,4
HG03652,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,0.003854,0.073371,0.48735,1e-05,0.435375,1e-05,1e-05,4
HG03653,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1.5e-05,1e-05,1.2e-05,0.083292,0.492969,1.1e-05,0.423671,1e-05,1e-05,4
HG03660,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1e-05,0.025611,0.514639,1e-05,0.45969,1e-05,1e-05,4
HG03663,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1e-05,1e-05,0.52301,1e-05,0.47692,1e-05,1e-05,4
HG03667,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1e-05,0.011099,0.519279,0.000198,0.469373,1e-05,1e-05,4
HG03668,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1.1e-05,0.000261,1.3e-05,0.080348,0.498475,0.000701,0.420171,1.1e-05,1e-05,4
HG03672,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1.5e-05,1e-05,0.523856,1.1e-05,0.476066,1.2e-05,1e-05,4
HG03673,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,0.00071,0.529314,0.000622,0.469304,1e-05,1e-05,4
HG03679,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.526698,6.8e-05,0.473174,1e-05,1e-05,4
HG03680,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.527506,0.000711,0.471722,1e-05,1e-05,4
HG03681,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.523518,0.000324,0.476098,1e-05,1e-05,4
HG03684,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.513412,0.000446,0.486081,1e-05,1e-05,4
HG03685,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.51944,1e-05,0.480487,1.2e-05,1e-05,4
HG03686,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.525962,0.000342,0.473636,1e-05,1e-05,4
HG03687,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.526093,1e-05,0.473837,1e-05,1e-05,4
HG03689,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.528702,1e-05,0.471228,1e-05,1e-05,4
HG03690,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,0.00055,0.528491,1e-05,0.470898,1e-05,1e-05,4
HG03691,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1.8e-05,0.527338,0.000583,0.472012,1e-05,1e-05,4
HG03692,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.530248,0.000229,0.469462,1e-05,1e-05,4
HG03693,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,0.000557,0.530232,1e-05,0.469151,1e-05,1e-05,4
HG03694,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,0.015923,0.084394,0.474201,0.034547,0.390895,1e-05,1e-05,4
HG03695,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1.8e-05,1e-05,0.527046,0.000504,0.472381,1e-05,1e-05,4
HG03696,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,0.000203,1e-05,1.2e-05,0.52914,0.000222,0.470382,1e-05,1e-05,4
HG03697,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.529995,0.000249,0.469696,1e-05,1e-05,4
HG03698,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.527882,0.000511,0.471547,1e-05,1e-05,4
HG03702,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1.2e-05,0.036693,0.508627,1e-05,0.454611,1.7e-05,1e-05,4
HG03703,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1e-05,0.048193,0.510568,1e-05,0.441179,1e-05,1e-05,4
HG03705,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1.1e-05,0.021097,0.518308,0.000178,0.460365,1e-05,1e-05,4
HG03706,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1e-05,0.030853,0.513675,1e-05,0.455411,1e-05,1e-05,4
HG03708,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1.1e-05,1e-05,0.109923,0.481574,0.002708,0.405745,1e-05,1e-05,4
HG03709,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1e-05,0.040139,0.506008,0.00468,0.449114,1.8e-05,1e-05,4
HG03711,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1.2e-05,1e-05,0.000365,0.524365,0.00016,0.475058,1e-05,1e-05,4
HG03713,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1.2e-05,1e-05,1.5e-05,0.07227,0.496522,0.000122,0.43103,1e-05,1e-05,4
HG03714,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,0.077013,0.495027,1e-05,0.4279,1e-05,1e-05,4
HG03716,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,0.006149,0.073883,0.488927,1e-05,0.430991,1e-05,1e-05,4
HG03717,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1.1e-05,1e-05,0.524039,1e-05,0.475889,1e-05,1e-05,4
HG03718,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.526625,0.000175,0.47314,1e-05,1e-05,4
HG03720,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.517701,1e-05,0.482227,1.2e-05,1e-05,4
HG03722,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.524141,0.000684,0.475116,1e-05,1e-05,4
HG03727,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,0.000288,1e-05,1e-05,0.524685,1e-05,0.474967,1e-05,1e-05,4
HG03729,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.525872,1e-05,0.474058,1e-05,1e-05,4
HG03730,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1.3e-05,0.521432,1e-05,0.478487,1.8e-05,1e-05,4
HG03731,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,0.000198,1e-05,1e-05,0.52789,1e-05,0.471852,1e-05,1e-05,4
HG03733,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.514772,0.000193,0.484975,1e-05,1e-05,4
HG03736,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,0.000234,1e-05,1e-05,0.537461,0.000302,0.461954,1e-05,1e-05,4
HG03738,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.526252,1e-05,0.473678,1e-05,1e-05,4
HG03740,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.524229,0.000431,0.47528,1e-05,1e-05,4
HG03741,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1.9e-05,1e-05,1e-05,1e-05,0.518091,0.000364,0.481476,1e-05,1e-05,4
HG03742,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,0.00051,0.526177,1e-05,0.473253,1e-05,1e-05,4
HG03743,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.528247,0.000668,0.471024,1e-05,1e-05,4
HG03744,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.529565,0.000629,0.469746,1e-05,1e-05,4
HG03745,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.521979,1e-05,0.477951,1e-05,1e-05,4
HG03746,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,0.08721,0.484668,1e-05,0.42806,1.3e-05,1e-05,4
HG03750,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.518338,0.000211,0.481391,1.1e-05,1e-05,4
HG03752,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1.5e-05,1.1e-05,1e-05,1e-05,0.51784,1e-05,0.482085,1e-05,1e-05,4
HG03753,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1.5e-05,1e-05,0.524442,0.000235,0.475256,1.2e-05,1e-05,4
HG03754,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.523399,0.000205,0.476336,1e-05,1e-05,4
HG03755,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,0.000598,0.518747,1e-05,0.480595,1e-05,1e-05,4
HG03756,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,0.000306,1e-05,1e-05,0.522225,1e-05,0.477404,1.5e-05,1e-05,4
HG03757,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1.7e-05,1e-05,1e-05,1e-05,0.526039,0.000344,0.47355,1e-05,1e-05,4
HG03760,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1.8e-05,7.7e-05,0.00129,0.519677,0.00033,0.478579,1e-05,1e-05,4
HG03762,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1e-05,0.013153,0.520581,0.000661,0.465555,1e-05,1e-05,4
HG03765,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1.3e-05,1e-05,0.041478,0.113414,0.467072,8.3e-05,0.37791,1e-05,1e-05,4
HG03767,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,0.106111,0.165346,0.415691,1.1e-05,0.3128,1.1e-05,1e-05,4
HG03770,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.514059,0.022872,0.463009,1e-05,1e-05,4
HG03771,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,0.000662,0.521018,0.00037,0.4779,1e-05,1e-05,4
HG03772,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.523745,1e-05,0.476185,1e-05,1e-05,4
HG03773,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1.4e-05,1e-05,1e-05,0.52731,1e-05,0.472615,1e-05,1e-05,4
HG03774,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1.1e-05,1e-05,1.2e-05,1e-05,0.52697,1e-05,0.472957,1e-05,1e-05,4
HG03775,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1.5e-05,1.4e-05,0.001171,0.524608,1e-05,0.474145,1.7e-05,1e-05,4
HG03777,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,0.00127,0.523381,1.3e-05,0.475286,1e-05,1e-05,4
HG03778,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,0.000712,0.529983,1e-05,0.469244,1e-05,1e-05,4
HG03779,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,0.001901,0.526794,1e-05,0.471245,1e-05,1e-05,4
HG03780,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1.3e-05,1e-05,1e-05,1e-05,0.524503,1e-05,0.475423,1.1e-05,1e-05,4
HG03781,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1.1e-05,1e-05,1e-05,0.006485,0.515206,1e-05,0.478248,1e-05,1e-05,4
HG03782,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,0.002408,0.53387,1e-05,0.463663,1e-05,1e-05,4
HG03784,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.525559,1e-05,0.474371,1e-05,1e-05,4
HG03785,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1.7e-05,1e-05,1e-05,1e-05,0.528718,1e-05,0.471205,1e-05,1e-05,4
HG03786,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.526003,1e-05,0.473927,1e-05,1e-05,4
HG03787,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.527401,1e-05,0.472528,1.1e-05,1e-05,4
HG03788,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,0.036102,0.512877,1e-05,0.450961,1e-05,1e-05,4
HG03789,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,0.002194,1e-05,0.058082,0.508007,1e-05,0.431667,1e-05,1e-05,4
HG03790,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.524868,1e-05,0.475062,1e-05,1e-05,4
HG03792,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.528676,1e-05,0.471254,1e-05,1e-05,4
HG03793,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.009891,0.510669,0.030125,0.449262,1.3e-05,1e-05,4
HG03796,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.004327,0.488616,0.110237,0.39677,1e-05,1e-05,4
HG03800,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,0.000541,1e-05,1e-05,0.48403,0.10844,0.406939,1e-05,1e-05,4
HG03802,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.509754,0.051845,0.438341,1e-05,1e-05,4
HG03803,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.012787,0.498463,0.061572,0.427128,1e-05,1e-05,4
HG03805,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.025934,0.497749,0.06575,0.410518,1e-05,1e-05,4
HG03808,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.015545,0.49334,0.085807,0.405259,1e-05,1e-05,4
HG03809,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1.2e-05,1e-05,1e-05,0.01165,0.50318,0.064033,0.421083,1.3e-05,1e-05,4
HG03812,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.022566,0.493649,0.074838,0.408896,1e-05,1e-05,4
HG03814,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.00744,0.494893,0.097223,0.40039,1.3e-05,1e-05,4
HG03815,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.033331,0.475388,0.098218,0.393013,1e-05,1e-05,4
HG03817,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1.1e-05,1e-05,1e-05,0.01242,0.511268,0.050258,0.426003,1e-05,1e-05,4
HG03821,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.019708,0.500527,0.067226,0.41249,1e-05,1e-05,4
HG03823,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.005767,0.508837,0.057739,0.427607,1e-05,1e-05,4
HG03824,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.01544,0.491503,0.088004,0.405003,1e-05,1e-05,4
HG03826,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.017646,0.503162,0.063029,0.416113,1e-05,1e-05,4
HG03829,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1.3e-05,1e-05,1e-05,0.000253,0.496254,0.084569,0.418869,1.2e-05,1e-05,4
HG03830,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1.6e-05,1e-05,1e-05,0.010988,0.49411,0.084857,0.409988,1e-05,1e-05,4
HG03832,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,0.01052,0.494429,0.068014,0.426984,1.3e-05,1e-05,4
HG03833,BEB,Bengali,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,0.004178,1.2e-05,0.02835,0.497762,0.071935,0.397733,1e-05,1e-05,4
HG03836,STU,Sri Lankan,SAS,South Asian,1kG,23.86731158,90.23812743,Bangladesh,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.524712,0.00018,0.475047,1e-05,1e-05,4
HG03837,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1.4e-05,1.1e-05,1e-05,1.1e-05,0.530621,1e-05,0.469304,1e-05,1e-05,4
HG03838,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.5217,0.000498,0.477742,1e-05,1e-05,4
HG03844,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.524308,0.000361,0.47527,1e-05,1e-05,4
HG03846,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.52918,0.000506,0.470254,1e-05,1e-05,4
HG03848,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.52584,0.000232,0.473868,1e-05,1e-05,4
HG03849,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1.7e-05,1e-05,0.000582,0.523383,8.2e-05,0.475896,1e-05,1e-05,4
HG03850,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1.5e-05,1e-05,1e-05,0.000937,0.520378,1e-05,0.47862,1e-05,1e-05,4
HG03851,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,0.001105,0.524681,1e-05,0.474152,1.2e-05,1e-05,4
HG03854,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.52815,0.000384,0.471406,1e-05,1e-05,4
HG03856,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1.6e-05,0.000203,1e-05,1e-05,0.529519,5.1e-05,0.470168,1.1e-05,1e-05,4
HG03857,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,0.000144,1e-05,1e-05,0.52327,0.000693,0.475844,1e-05,1e-05,4
HG03858,STU,Sri Lankan,SAS,South Asian,1kG,7.61266509,80.70108238,Sri Lankan Tamil,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.518076,0.000631,0.481232,1e-05,1e-05,4
HG03861,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1.2e-05,1e-05,1.6e-05,1e-05,0.522308,0.000164,0.477456,1.4e-05,1e-05,4
HG03862,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1.1e-05,0.000539,1e-05,0.52157,1e-05,0.47783,1e-05,1e-05,4
HG03863,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1.3e-05,0.000867,0.529285,1e-05,0.469783,1.1e-05,1e-05,4
HG03864,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,0.001941,0.528638,1e-05,0.469362,1e-05,1e-05,4
HG03866,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.529682,1.2e-05,0.470246,1e-05,1e-05,4
HG03867,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.52831,0.000817,0.470813,1e-05,1e-05,4
HG03868,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1.3e-05,1e-05,1.7e-05,0.007818,0.528858,1e-05,0.463254,1e-05,1e-05,4
HG03869,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.520406,1e-05,0.479524,1e-05,1e-05,4
HG03870,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.523789,1e-05,0.476141,1e-05,1e-05,4
HG03871,ITU,Indian Telugu,SAS,South Asian,1kG,16.5,80.64,,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.525512,1e-05,0.474418,1e-05,1e-05,4
