Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,6,7,8,assignment
X-147290-1,,,,,,,,,,,,,0.351495,0.067454,0.005975,0.18582,0.200364,0.083788,0.105085,1e-05,1e-05,0
X-147407-2,,,,,,,,,,,,,0.081345,0.13361,1e-05,1e-05,0.633968,1e-05,0.048363,0.010198,0.092486,4
X-147434-5,,,,,,,,,,,,,0.083235,0.106871,0.003155,0.23807,0.203701,0.242577,0.060759,0.001218,0.060414,5
X-147470-9,,,,,,,,,,,,,0.373288,0.018721,0.00096,0.109117,0.116553,0.291521,0.089819,1e-05,1e-05,0
X-147614-3,,,,,,,,,,,,,0.177635,0.220474,0.001516,0.225034,0.224004,0.063786,0.085834,0.001706,1e-05,3
X-147740-6,,,,,,,,,,,,,1e-05,1e-05,0.165844,1e-05,0.052527,1e-05,0.551448,0.17103,0.059111,6
X-148073-0,,,,,,,,,,,,,0.276522,0.036572,0.004742,0.140873,0.157394,0.271615,0.100954,0.002131,0.009195,0
X-148127-5,,,,,,,,,,,,,1e-05,0.088154,0.001383,0.061081,0.088611,0.740128,0.014662,0.005961,1e-05,5
X-148910-4,,,,,,,,,,,,,0.138682,0.154493,0.000924,0.122935,0.168498,0.350142,0.064306,1e-05,1e-05,5
X-149162-0,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.131926,0.091977,0.740535,0.012666,1e-05,0.022856,5
X-149225-6,,,,,,,,,,,,,0.387495,0.035828,1e-05,0.140227,0.065405,0.231166,0.11969,0.003704,0.016475,0
X-149243-8,,,,,,,,,,,,,0.015997,0.024452,0.000306,0.226152,0.233098,0.445406,0.037029,0.005333,0.012228,5
X-149441-8,,,,,,,,,,,,,0.425376,0.016921,0.000167,0.178458,0.076869,0.190606,0.111583,1e-05,1e-05,0
X-149702-4,,,,,,,,,,,,,0.073817,0.582854,0.006999,0.050421,0.131115,0.068036,0.069989,0.016758,1e-05,1
X-149801-4,,,,,,,,,,,,,0.538435,0.020086,1e-05,0.104167,0.042378,0.153935,0.135811,0.005167,1e-05,0
X-150296-4,,,,,,,,,,,,,0.405478,1e-05,0.006202,0.013123,0.048071,0.423568,0.103527,1e-05,1e-05,5
X-150377-2,,,,,,,,,,,,,0.244177,0.014593,1e-05,0.069505,0.07236,0.397614,0.037363,0.003152,0.161226,5
X-150395-4,,,,,,,,,,,,,0.316271,0.3327,1e-05,0.145437,0.068774,1e-05,0.131892,0.000194,0.004712,1
X-150629-7,,,,,,,,,,,,,0.239286,0.009027,1e-05,0.210622,0.137863,0.309673,0.093498,1e-05,1e-05,5
X-150656-0,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.014901,1e-05,1e-05,0.985029,1e-05,7
X-150890-4,,,,,,,,,,,,,0.521492,0.050423,0.000805,0.159052,0.09084,0.048601,0.128766,1e-05,1e-05,0
X-150926-7,,,,,,,,,,,,,0.286286,0.115015,1e-05,0.060466,0.074341,0.370561,0.080536,1e-05,0.012775,5
X-150980-3,,,,,,,,,,,,,0.07559,0.032881,1e-05,0.20963,0.087864,0.548944,0.045061,1e-05,1e-05,5
X-151088-4,,,,,,,,,,,,,0.232962,0.06272,1e-05,0.355813,0.101438,0.149631,0.095826,0.00159,1e-05,3
X-151277-3,,,,,,,,,,,,,0.297079,0.00394,1e-05,0.100601,0.072988,0.41429,0.068324,1e-05,0.042757,5
X-151448-0,,,,,,,,,,,,,0.256762,0.043876,0.001238,0.225539,0.227641,0.14546,0.099464,1e-05,1e-05,0
X-151565-2,,,,,,,,,,,,,0.374835,0.031548,1e-05,0.30599,0.012643,0.144023,0.128315,0.002626,1e-05,0
X-151619-7,,,,,,,,,,,,,0.267743,0.01913,0.005941,0.241105,0.124544,0.239017,0.101594,0.000916,1e-05,0
X-151628-8,,,,,,,,,,,,,0.136465,0.079689,1e-05,0.18405,0.258395,0.278711,0.054917,0.004418,0.003346,5
X-151727-8,,,,,,,,,,,,,0.395004,0.076941,1e-05,0.231154,0.170886,1e-05,0.125975,1e-05,1e-05,0
X-151844-0,,,,,,,,,,,,,0.356593,0.084809,0.002466,0.183906,0.122164,0.131386,0.118391,0.000275,1e-05,0
X-151925-8,,,,,,,,,,,,,0.315944,0.011746,1e-05,0.281289,0.00595,0.276606,0.103624,0.004821,1e-05,0
X-152249-1,,,,,,,,,,,,,0.227476,1e-05,1e-05,0.361184,0.149281,0.155984,0.106036,1e-05,1e-05,3
X-152492-6,,,,,,,,,,,,,0.133081,0.022089,1e-05,0.00087,0.013207,0.73128,0.007167,1e-05,0.092287,5
X-152546-1,,,,,,,,,,,,,0.261274,0.064251,1e-05,0.139035,0.170923,0.276376,0.080038,5.6e-05,0.008037,5
X-152555-2,,,,,,,,,,,,,0.016831,0.668226,1e-05,1e-05,0.060395,0.21238,0.033446,0.008692,1e-05,1
X-152663-3,,,,,,,,,,,,,0.178625,1e-05,0.000739,0.07672,0.090081,0.611193,0.042232,1e-05,0.00039,5
X-153059-3,,,,,,,,,,,,,1e-05,1e-05,0.992128,1e-05,1e-05,1e-05,1e-05,0.007802,1e-05,2
X-153158-3,,,,,,,,,,,,,0.398937,0.049418,1e-05,0.292994,0.085929,0.055415,0.117277,1e-05,1e-05,0
X-153392-7,,,,,,,,,,,,,0.130704,0.021025,0.008857,1e-05,0.695859,1e-05,0.04974,1e-05,0.093785,4
X-153473-5,,,,,,,,,,,,,0.197391,1e-05,0.000835,0.05083,0.088281,0.560881,0.060624,0.000175,0.040972,5
X-153536-1,,,,,,,,,,,,,0.24739,0.034653,0.000744,0.098768,0.074174,0.43553,0.092895,1e-05,0.015836,5
X-153590-7,,,,,,,,,,,,,0.538248,0.020994,1e-05,1e-05,0.036332,0.26944,0.109385,1e-05,0.025573,0
X-153662-4,,,,,,,,,,,,,0.185826,0.0982,0.00113,0.277504,0.227552,0.098668,0.100932,0.000656,0.009534,3
X-153752-3,,,,,,,,,,,,,0.427546,0.074582,0.000392,0.177546,0.11888,0.070063,0.1272,0.003781,1e-05,0
X-153815-9,,,,,,,,,,,,,0.56042,1e-05,1e-05,0.209135,0.041786,1e-05,0.188589,3.1e-05,1e-05,0
X-153851-3,,,,,,,,,,,,,0.687126,0.028591,1e-05,0.124723,1e-05,0.005748,0.153772,1e-05,1e-05,0
X-153923-0,,,,,,,,,,,,,1e-05,0.132711,1.7e-05,0.101025,0.137038,0.610595,0.000679,1e-05,0.017915,5
X-154427-1,,,,,,,,,,,,,0.352111,0.03694,0.001691,0.128067,0.108654,0.241481,0.10865,1e-05,0.022396,0
X-154517-0,,,,,,,,,,,,,0.419574,0.093421,0.006006,0.210319,0.055641,0.073391,0.132774,0.008865,1e-05,0
X-154553-4,,,,,,,,,,,,,1e-05,0.021423,0.858384,0.003036,0.031868,0.070068,0.01519,1e-05,1e-05,2
X-154670-6,,,,,,,,,,,,,0.379388,0.015553,0.000675,0.059704,0.060637,0.366514,0.117509,1e-05,1e-05,0
X-154715-0,,,,,,,,,,,,,0.438466,1e-05,0.0081,0.122889,0.132307,0.174783,0.123425,1e-05,1e-05,0
X-155471-7,,,,,,,,,,,,,1e-05,1e-05,0.94492,1e-05,1e-05,0.007509,0.032591,1e-05,0.014929,2
X-155561-6,,,,,,,,,,,,,0.47574,0.036917,0.002019,0.119507,0.07603,0.187477,0.10229,1e-05,1e-05,0
X-155615-1,,,,,,,,,,,,,0.285725,0.135034,1e-05,0.07318,1e-05,0.3926,0.095852,1e-05,0.017579,5
X-156128-3,,,,,,,,,,,,,0.091409,1e-05,0.051481,0.047362,0.081996,0.695498,0.032224,1e-05,1e-05,5
X-156317-2,,,,,,,,,,,,,0.077015,0.035804,0.025474,0.010442,0.682494,1e-05,0.037586,1e-05,0.131164,4
X-156416-2,,,,,,,,,,,,,0.243612,0.214641,1e-05,0.28211,0.103961,0.056986,0.09866,1e-05,1e-05,3
X-156515-2,,,,,,,,,,,,,0.201811,0.093709,1e-05,0.464112,0.004789,0.103518,0.132031,1e-05,1e-05,3
X-156533-4,,,,,,,,,,,,,0.255758,0.29084,1e-05,1e-05,0.080185,0.286623,0.072745,0.002062,0.011767,1
X-156605-1,,,,,,,,,,,,,0.280501,1e-05,0.002004,0.193501,0.231229,0.197768,0.089935,1e-05,0.005042,0
X-156713-2,,,,,,,,,,,,,0.326244,0.031148,1e-05,0.06217,0.071654,0.380473,0.103666,1e-05,0.024624,5
X-156830-4,,,,,,,,,,,,,0.30645,0.121757,0.001005,0.166328,0.131948,0.176355,0.094781,0.000105,0.00127,0
X-156902-1,,,,,,,,,,,,,0.010165,0.147655,1e-05,0.475063,0.009177,0.243087,0.075476,0.013036,0.026332,3
X-156911-2,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00619,1e-05,0.99374,8
X-157127-4,,,,,,,,,,,,,0.346196,0.044474,0.00072,0.057681,0.11138,0.320468,0.11906,1e-05,1e-05,0
X-157136-5,,,,,,,,,,,,,0.407779,0.05442,1e-05,0.114027,0.072086,0.25268,0.097447,1e-05,0.001541,0
X-157208-2,,,,,,,,,,,,,0.19167,0.107388,1e-05,0.114442,0.069368,0.388657,0.07086,1e-05,0.057595,5
X-157280-0,,,,,,,,,,,,,0.201229,0.18733,0.001837,0.186264,0.24831,0.08669,0.085246,0.002536,0.000558,4
X-157307-2,,,,,,,,,,,,,0.280557,0.015178,1e-05,0.075193,0.082592,0.417211,0.080019,0.003713,0.045527,5
X-157352-7,,,,,,,,,,,,,0.144503,0.040296,0.000401,0.19242,0.119424,0.425249,0.05966,1e-05,0.018037,5
X-157640-6,,,,,,,,,,,,,0.462121,0.04917,0.002105,0.228368,0.091955,1e-05,0.153812,0.002349,0.01011,0
X-157712-3,,,,,,,,,,,,,0.135195,0.647398,1e-05,0.008043,0.141571,1e-05,0.06488,0.002883,1e-05,1
X-158036-6,,,,,,,,,,,,,0.289254,0.020864,0.009182,0.098648,0.422372,0.027461,0.103648,0.0047,0.02387,4
X-158144-7,,,,,,,,,,,,,0.623398,1e-05,0.002252,0.149883,0.060898,1e-05,0.154652,0.001384,0.007513,0
X-158234-6,,,,,,,,,,,,,0.291026,1e-05,0.001362,0.021523,0.032066,0.53429,0.080307,1e-05,0.039405,5
X-158270-0,,,,,,,,,,,,,0.050271,0.006883,1e-05,0.407576,0.042406,0.401598,0.088415,0.00283,1e-05,3
X-158450-8,,,,,,,,,,,,,0.532556,0.042885,0.011857,0.18059,0.077349,1e-05,0.154733,1e-05,1e-05,0
X-158504-3,,,,,,,,,,,,,0.384672,1e-05,0.000956,0.155119,0.104795,0.173802,0.11128,0.001092,0.068274,0
X-158621-5,,,,,,,,,,,,,0.105822,0.290316,1e-05,0.132066,0.132761,0.251642,0.084532,0.002841,1e-05,1
X-158720-5,,,,,,,,,,,,,0.299967,0.031141,1.2e-05,0.121032,0.340571,0.103207,0.092284,1e-05,0.011776,4
X-159116-5,,,,,,,,,,,,,0.503347,0.033293,0.001762,0.184614,0.140517,1e-05,0.135993,0.000453,1e-05,0
X-159152-9,,,,,,,,,,,,,0.404121,0.030689,1e-05,0.10894,0.063375,0.264513,0.128332,1e-05,1e-05,0
X-159233-7,,,,,,,,,,,,,0.408754,1e-05,0.002227,0.064874,0.159854,0.234155,0.100793,1e-05,0.029324,0
X-159521-6,,,,,,,,,,,,,0.294287,1e-05,1e-05,0.094912,0.114818,0.423687,0.072256,1e-05,1e-05,5
X-159530-7,,,,,,,,,,,,,0.257953,0.021834,1e-05,0.429247,0.129702,0.036543,0.117273,0.007427,1e-05,3
X-159800-4,,,,,,,,,,,,,0.334626,0.006482,0.004494,0.097124,0.048402,0.381854,0.099662,0.001818,0.025537,5
X-160196-4,,,,,,,,,,,,,0.465654,0.018366,0.000656,0.125835,0.059936,0.186605,0.136763,1e-05,0.006175,0
X-160475-2,,,,,,,,,,,,,1e-05,0.511258,1e-05,1e-05,1e-05,0.449531,0.008113,1e-05,0.031048,1
X-160493-4,,,,,,,,,,,,,0.38448,0.039604,0.001966,0.127997,0.085933,0.276863,0.083137,1e-05,1e-05,0
X-160736-8,,,,,,,,,,,,,0.192142,0.096202,0.001278,0.532804,0.040339,1e-05,0.136209,0.001006,1e-05,3
X-160853-0,,,,,,,,,,,,,1e-05,0.029023,1e-05,0.187598,0.092877,0.645875,0.012706,1e-05,0.031891,5
X-160952-0,,,,,,,,,,,,,0.028094,0.394615,1e-05,1e-05,0.049172,0.491425,0.036648,1.6e-05,1e-05,5
X-161294-5,,,,,,,,,,,,,0.269686,0.050433,0.000766,0.16269,0.174193,0.159586,0.094077,1e-05,0.08856,0
X-161348-0,,,,,,,,,,,,,0.243356,0.290652,1e-05,0.182623,0.092071,0.094821,0.084437,0.01202,1e-05,1
X-161474-3,,,,,,,,,,,,,0.318068,0.138638,0.000796,0.097884,0.152544,0.173467,0.090006,0.000645,0.027951,0
X-161591-5,,,,,,,,,,,,,0.103604,0.068614,1e-05,1e-05,0.081624,0.707409,0.003246,0.001634,0.033849,5
X-161690-5,,,,,,,,,,,,,1e-05,0.504057,1e-05,0.012566,0.105456,0.341788,0.029837,0.004315,0.001961,1
X-161735-9,,,,,,,,,,,,,0.385811,0.020935,0.001081,0.152476,0.042028,0.257031,0.107704,0.00093,0.032005,0
X-162086-5,,,,,,,,,,,,,0.411109,0.001268,1e-05,1e-05,1e-05,0.479911,0.103655,0.004017,1e-05,5
X-162266-3,,,,,,,,,,,,,0.060404,0.151264,4.7e-05,0.124741,0.223639,0.346853,0.039304,1e-05,0.053739,5
X-162365-3,,,,,,,,,,,,,0.403515,0.093886,0.002206,0.000744,0.022679,0.320383,0.114913,0.001832,0.039842,0
Y-000699-1,,,,,,,,,,,,,0.147297,0.26201,0.001374,0.136849,0.109991,0.236895,0.067081,1e-05,0.038494,1
Y-000789-0,,,,,,,,,,,,,0.204776,0.060676,0.008535,0.295023,0.173681,0.159114,0.077156,1e-05,0.021028,3
Y-001599-2,,,,,,,,,,,,,0.56448,0.081166,1.4e-05,0.080944,0.013894,0.109684,0.149798,1e-05,1e-05,0
Y-001878-0,,,,,,,,,,,,,0.5369,0.051231,1e-05,0.074359,0.054742,0.163471,0.116925,1e-05,0.002352,0
Y-002589-2,,,,,,,,,,,,,0.203125,0.078032,0.001298,0.249728,0.126044,0.220897,0.082743,0.001717,0.036417,3
Y-002985-2,,,,,,,,,,,,,0.12932,0.035569,1e-05,0.196324,0.224428,0.33824,0.049696,1e-05,0.026404,5
Y-002994-3,,,,,,,,,,,,,0.193368,0.01538,1e-05,0.423061,0.045403,0.203496,0.119262,1e-05,1e-05,3
Y-003993-4,,,,,,,,,,,,,0.331995,0.070415,0.000945,0.280961,0.152764,0.056819,0.106081,1e-05,1e-05,0
Y-004596-5,,,,,,,,,,,,,0.285035,0.026177,0.000775,0.126373,0.090747,0.392183,0.078689,1e-05,1e-05,5
Y-004857-1,,,,,,,,,,,,,0.307705,1e-05,1e-05,0.109837,0.090002,0.415773,0.076643,1e-05,1e-05,5
Y-005397-6,,,,,,,,,,,,,0.07055,0.411999,0.000568,0.100346,0.143158,0.141645,0.076292,0.007759,0.047684,1
Y-005595-6,,,,,,,,,,,,,0.167935,0.053768,1e-05,0.099137,0.246553,0.390086,0.042491,1e-05,1e-05,5
Y-005766-3,,,,,,,,,,,,,0.230732,0.031706,0.001651,0.507436,0.098428,1e-05,0.130018,1e-05,1e-05,3
Y-005775-4,,,,,,,,,,,,,1e-05,0.003131,0.957965,0.017624,1e-05,1e-05,1e-05,0.006159,0.015081,2
Y-005784-5,,,,,,,,,,,,,0.321781,0.020705,0.001351,0.299973,0.22823,1e-05,0.127931,1e-05,1e-05,0
Y-005838-0,,,,,,,,,,,,,0.150867,1e-05,1e-05,0.449883,0.047908,0.249361,0.092112,0.009838,1e-05,3
Y-006648-2,,,,,,,,,,,,,0.40299,0.047161,1e-05,0.241123,0.16749,0.020306,0.120901,1e-05,1e-05,0
Y-006684-6,,,,,,,,,,,,,0.188213,0.23862,1e-05,0.139481,0.054104,0.271833,0.087198,1e-05,0.020531,5
Y-006765-4,,,,,,,,,,,,,1e-05,0.037505,1e-05,0.297141,0.04546,0.564252,0.055602,1e-05,1e-05,5
Y-006846-2,,,,,,,,,,,,,0.195609,0.186601,0.000548,0.252823,0.234183,0.056194,0.074023,1e-05,1e-05,3
Y-007188-7,,,,,,,,,,,,,0.392649,1e-05,0.00134,0.221014,0.08267,0.188299,0.111869,0.002139,1e-05,0
Y-007467-5,,,,,,,,,,,,,0.2435,0.00972,0.004457,0.019757,0.063563,0.58864,0.070343,1e-05,1e-05,5
Y-007539-2,,,,,,,,,,,,,1e-05,0.014108,0.738083,1e-05,0.009211,0.208601,0.008528,0.002727,0.018723,2
Y-007566-5,,,,,,,,,,,,,0.267341,0.020614,0.423098,0.142517,0.046356,1e-05,0.100044,1e-05,1e-05,2
Y-007980-7,,,,,,,,,,,,,0.118506,0.042846,1e-05,0.072121,1e-05,0.532816,0.089738,0.022374,0.121578,5
Y-008097-9,,,,,,,,,,,,,0.387766,1e-05,0.001266,0.164373,0.120286,0.169071,0.128012,1e-05,0.029206,0
Y-008169-6,,,,,,,,,,,,,0.248608,0.192619,1e-05,0.110646,0.07043,0.290887,0.065622,0.009894,0.011284,5
Y-008439-3,,,,,,,,,,,,,0.414576,0.050571,0.009884,0.068825,0.033776,0.31187,0.109942,1e-05,0.000546,0
Y-008583-8,,,,,,,,,,,,,0.329754,0.02505,1e-05,0.115345,0.144419,0.295775,0.089628,1e-05,1e-05,0
Y-008691-9,,,,,,,,,,,,,0.210804,0.143116,1e-05,0.4715,1e-05,0.048802,0.125548,0.0002,1e-05,3
Y-008790-9,,,,,,,,,,,,,0.283666,0.170196,0.000289,0.298509,0.117212,1e-05,0.127909,0.002198,1e-05,3
Y-008808-0,,,,,,,,,,,,,0.014837,0.018892,0.002762,1e-05,0.593394,0.248075,1e-05,0.004122,0.117897,4
Y-008817-1,,,,,,,,,,,,,0.091322,0.297381,1e-05,0.167502,0.191037,0.178885,0.06343,0.002381,0.008052,1
Y-008844-4,,,,,,,,,,,,,0.231488,0.045865,0.001914,0.130211,0.160264,0.343462,0.066532,0.001637,0.018628,5
Y-008916-1,,,,,,,,,,,,,0.098612,0.12225,1e-05,0.079995,0.135423,0.498831,0.044309,0.000818,0.01975,5
Y-009285-9,,,,,,,,,,,,,0.373912,1e-05,1e-05,0.138493,0.112242,0.284312,0.09034,0.000671,1e-05,0
Y-009447-5,,,,,,,,,,,,,1e-05,0.71159,1e-05,0.017298,0.026662,0.173738,0.022234,1e-05,0.048448,1
Y-009627-3,,,,,,,,,,,,,0.573883,0.057785,1e-05,0.136536,0.094365,1e-05,0.137392,1e-05,1e-05,0
Y-009636-4,,,,,,,,,,,,,0.20859,0.006478,0.000365,0.06311,0.093764,0.571998,0.055674,1e-05,1e-05,5
Y-009654-6,,,,,,,,,,,,,0.051847,0.086186,1.3e-05,0.159073,0.168105,0.469674,0.048123,1e-05,0.016969,5
Y-009672-8,,,,,,,,,,,,,0.068282,1e-05,0.0082,0.029706,0.794063,0.032714,0.059113,1e-05,0.007901,4
Y-009771-8,,,,,,,,,,,,,0.301287,0.071156,1e-05,0.225432,0.19228,0.091394,0.118422,1e-05,1e-05,0
Y-009780-9,,,,,,,,,,,,,0.056445,1e-05,1e-05,0.325525,0.078681,0.473199,0.063081,0.003039,1e-05,5
Y-009816-2,,,,,,,,,,,,,0.454328,0.113221,1e-05,0.051489,0.016734,0.24606,0.117788,0.00036,1e-05,0
Y-009825-3,,,,,,,,,,,,,0.193309,0.085243,1e-05,0.257766,0.054448,0.288501,0.101958,1e-05,0.018756,5
Y-009861-7,,,,,,,,,,,,,0.347206,0.004092,1e-05,0.099627,0.234336,0.18506,0.098132,1e-05,0.031527,0
Y-009933-4,,,,,,,,,,,,,0.072585,0.241967,1e-05,0.247516,0.105753,0.280645,0.051504,1e-05,1e-05,5
Y-010698-1,,,,,,,,,,,,,0.279104,0.102013,0.002766,0.038604,0.426465,0.023467,0.102716,0.001527,0.023338,4
Y-010779-9,,,,,,,,,,,,,0.290283,0.188172,1e-05,0.241368,0.076119,0.072531,0.131498,1e-05,1e-05,0
Y-010887-0,,,,,,,,,,,,,0.107721,0.019804,0.000796,0.027356,0.079228,0.715996,0.047139,1e-05,0.00195,5
Y-011688-1,,,,,,,,,,,,,0.403999,0.238395,1e-05,0.068251,0.10909,0.00839,0.148244,0.002451,0.02117,0
Y-011697-2,,,,,,,,,,,,,0.363704,0.061107,0.004792,0.207705,0.08686,0.156296,0.119517,1e-05,1e-05,0
Y-011868-9,,,,,,,,,,,,,0.239843,0.095971,1.3e-05,0.290724,0.164573,0.102568,0.106287,1e-05,1e-05,3
Y-012993-3,,,,,,,,,,,,,0.271299,1e-05,0.001932,0.099031,0.04236,0.499342,0.071486,1e-05,0.014531,5
Y-013749-9,,,,,,,,,,,,,0.289695,0.083829,1e-05,0.332296,0.056193,0.104882,0.11128,0.005399,0.016416,3
Y-013794-4,,,,,,,,,,,,,0.470528,0.017614,1e-05,0.13491,0.12146,0.149252,0.106207,1e-05,1e-05,0
Y-013857-0,,,,,,,,,,,,,0.075096,0.005098,0.85493,0.008851,0.021724,1e-05,0.034271,1e-05,1e-05,2
Y-014289-4,,,,,,,,,,,,,0.229287,0.075161,0.001518,0.222142,0.206694,0.190554,0.074173,1e-05,0.000461,0
Y-014469-2,,,,,,,,,,,,,0.183987,0.116078,0.004535,0.136805,0.139407,0.328615,0.081977,0.008585,1e-05,5
Y-014478-3,,,,,,,,,,,,,0.356726,1e-05,1e-05,0.160502,0.070301,0.29541,0.116741,0.00029,1e-05,0
Y-014487-4,,,,,,,,,,,,,0.401111,1e-05,1e-05,0.258736,0.070661,0.140093,0.12936,1e-05,1e-05,0
Y-014739-9,,,,,,,,,,,,,0.320923,1e-05,1e-05,1e-05,1e-05,0.534972,0.095808,1e-05,0.048247,5
Y-014883-4,,,,,,,,,,,,,0.167191,0.036059,1e-05,0.578545,1e-05,0.067933,0.14355,0.006692,1e-05,3
Y-014964-2,,,,,,,,,,,,,0.272707,0.054143,1e-05,0.068376,0.114797,0.343908,0.056597,0.00039,0.089073,5
Y-014973-3,,,,,,,,,,,,,0.109722,0.133297,1.1e-05,0.415261,0.010124,0.253687,0.070113,0.007775,1e-05,3
Y-015189-5,,,,,,,,,,,,,1e-05,0.670481,0.000206,0.07214,0.088673,0.081596,0.083345,0.003538,1e-05,1
Y-015459-2,,,,,,,,,,,,,0.272237,0.018997,0.001722,0.089408,0.139571,0.403956,0.056887,0.002884,0.014338,5
Y-015594-6,,,,,,,,,,,,,0.364911,0.108538,0.001042,1e-05,0.120722,0.323892,0.079529,1e-05,0.001346,0
Y-015873-4,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.004929,1e-05,0.995001,8
Y-015963-3,,,,,,,,,,,,,0.035902,0.011687,0.937621,1e-05,1e-05,1e-05,0.010295,1e-05,0.004454,2
Y-016089-6,,,,,,,,,,,,,0.072147,0.387469,1e-05,0.148864,0.034802,0.297068,0.050933,1e-05,0.008697,1
Y-016098-7,,,,,,,,,,,,,0.650989,0.010001,1e-05,1e-05,1e-05,0.185707,0.148302,1e-05,0.004961,0
Y-016476-5,,,,,,,,,,,,,1e-05,0.42404,1e-05,0.059417,0.036899,0.448207,0.031397,1e-05,1e-05,5
Y-016548-2,,,,,,,,,,,,,0.29776,0.00962,1e-05,0.217012,0.232071,0.101118,0.113289,0.002547,0.026573,0
Y-016647-2,,,,,,,,,,,,,0.307586,0.031755,1e-05,1e-05,0.009476,0.574496,0.076648,1e-05,1e-05,5
Y-016773-5,,,,,,,,,,,,,0.359972,1e-05,1e-05,0.284998,0.037745,0.170093,0.103515,1e-05,0.043647,0
Y-016863-4,,,,,,,,,,,,,0.194417,0.039775,1e-05,0.125213,0.041181,0.491406,0.061234,1e-05,0.046754,5
Y-016872-5,,,,,,,,,,,,,0.130897,0.544227,1e-05,0.103685,0.11455,1e-05,0.102407,0.004204,1e-05,1
Y-016908-8,,,,,,,,,,,,,0.421235,1e-05,0.005098,1e-05,0.432283,0.034866,0.101434,1e-05,0.005054,4
Y-017196-8,,,,,,,,,,,,,0.063914,0.167756,1e-05,1e-05,0.674357,0.032628,0.047278,1e-05,0.014037,4
Y-017259-4,,,,,,,,,,,,,0.130367,0.077353,0.00031,0.351289,0.073703,0.247469,0.114098,0.005401,1e-05,3
Y-017268-5,,,,,,,,,,,,,0.437007,0.051288,0.00252,0.316262,0.018758,1e-05,0.164138,0.010006,1e-05,0
Y-017349-3,,,,,,,,,,,,,0.541952,0.042187,0.002064,0.188812,0.066445,1e-05,0.152496,1e-05,0.006023,0
Y-017385-7,,,,,,,,,,,,,0.181124,0.157727,1e-05,1e-05,0.093902,0.507101,0.049655,1e-05,0.010461,5
Y-017493-8,,,,,,,,,,,,,0.113451,0.011551,1e-05,0.406874,1e-05,0.293846,0.118915,0.004933,0.05041,3
Y-017583-7,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.001612,0.998318,1e-05,7
Y-017952-4,,,,,,,,,,,,,0.11363,0.055701,0.039854,0.107112,0.146899,0.491649,0.045134,1e-05,1e-05,5
Y-018195-9,,,,,,,,,,,,,0.129199,0.066041,1e-05,0.29572,0.10396,0.337462,0.057446,1e-05,0.010153,5
Y-018438-3,,,,,,,,,,,,,0.397928,0.004834,0.007463,0.099671,1e-05,0.322681,0.114287,1e-05,0.053116,0
Y-018582-8,,,,,,,,,,,,,0.191515,0.030122,0.000621,0.110673,0.117038,0.438884,0.071228,0.003019,0.036899,5
Y-018744-4,,,,,,,,,,,,,0.525642,0.00117,0.000124,0.232006,0.099713,1e-05,0.141315,1e-05,1e-05,0
Y-018807-0,,,,,,,,,,,,,0.598373,1e-05,1e-05,1e-05,1e-05,0.25926,0.142307,1e-05,1e-05,0
Y-019059-6,,,,,,,,,,,,,0.384929,0.0387,0.001453,0.131488,0.078268,0.254347,0.10956,0.001244,1e-05,0
Y-019149-5,,,,,,,,,,,,,0.371127,1e-05,0.000143,0.248479,0.081664,0.165188,0.124928,1e-05,0.008451,0
Y-019347-5,,,,,,,,,,,,,0.450808,1e-05,0.00018,0.178216,0.059585,0.165045,0.126904,0.001288,0.017965,0
Y-019572-8,,,,,,,,,,,,,0.003001,0.935232,1e-05,1e-05,1e-05,1e-05,0.061707,1e-05,1e-05,1
Y-019752-6,,,,,,,,,,,,,0.169535,1.4e-05,1e-05,0.12402,0.092888,0.535822,0.042076,1e-05,0.035626,5
Y-020697-1,,,,,,,,,,,,,0.16521,0.104346,1e-05,0.294195,0.06468,0.276647,0.068136,0.002481,0.024295,3
Y-020868-8,,,,,,,,,,,,,0.413908,1e-05,0.000655,0.016771,0.184153,0.23906,0.136531,0.008902,1e-05,0
Y-020985-0,,,,,,,,,,,,,0.258785,0.053546,1.2e-05,0.29926,0.051843,0.234746,0.101788,1e-05,1e-05,3
Y-021489-1,,,,,,,,,,,,,0.228785,0.015993,1e-05,0.231349,0.233624,0.184794,0.087832,1e-05,0.017603,4
Y-021678-0,,,,,,,,,,,,,0.230881,0.012899,0.001205,0.094144,0.128287,0.45843,0.054324,1e-05,0.019821,5
Y-022488-2,,,,,,,,,,,,,0.144024,0.442517,1e-05,0.128888,0.064611,0.115481,0.087446,1e-05,0.017012,1
Y-022686-2,,,,,,,,,,,,,1e-05,0.031837,1e-05,0.280078,1e-05,0.645556,0.042479,1e-05,1e-05,5
Y-022758-9,,,,,,,,,,,,,0.215297,0.005982,0.001347,0.170905,0.130015,0.428191,0.04711,0.001144,1e-05,5
