IND,0,1,2,3,4
H-079467-9,1e-05,1e-05,1e-05,0.99996,1e-05
H-107988-0,1e-05,1e-05,1e-05,0.99996,1e-05
H-119895-3,1e-05,1e-05,1e-05,0.99996,1e-05
I-000008-4,1e-05,1e-05,1e-05,0.99996,1e-05
I-013013-8,1e-05,1e-05,1e-05,0.99996,1e-05
I-068983-8,1e-05,1e-05,1e-05,0.99996,1e-05
I-087388-7,1e-05,1e-05,1e-05,0.99996,1e-05
I-142001-7,1e-05,1e-05,1e-05,0.99996,1e-05
J-097685-5,1e-05,1e-05,1e-05,0.99996,1e-05
K-000235-3,1e-05,1e-05,1e-05,0.99996,1e-05
K-017101-7,1e-05,1e-05,1e-05,0.99996,1e-05
K-022105-2,1e-05,1e-05,1e-05,0.99996,1e-05
K-031132-4,1e-05,1e-05,1e-05,0.99996,1e-05
K-101710-3,1e-05,1e-05,1e-05,0.99996,1e-05
K-135999-3,1e-05,1e-05,1e-05,0.99996,1e-05
L-010901-8,1e-05,1e-05,1e-05,0.99996,1e-05
L-011243-3,1e-05,1e-05,1e-05,0.99996,1e-05
L-099766-1,1e-05,1e-05,1e-05,0.99996,1e-05
L-105140-8,1e-05,1e-05,1e-05,0.99996,1e-05
L-158959-0,1e-05,1e-05,1e-05,0.99996,1e-05
M-002019-9,1e-05,1e-05,1e-05,0.99996,1e-05
M-002127-0,1e-05,1e-05,1e-05,0.99996,1e-05
M-125040-6,1e-05,1e-05,1e-05,0.99996,1e-05
M-147000-4,1e-05,1e-05,1e-05,0.99996,1e-05
N-003460-3,1e-05,1e-05,1e-05,0.99996,1e-05
N-009022-5,1e-05,1e-05,1e-05,0.99996,1e-05
N-011209-5,1e-05,1e-05,1e-05,0.99996,1e-05
N-011317-6,1e-05,1e-05,1e-05,0.995793,0.004177
N-023233-0,1e-05,1e-05,1e-05,0.99996,1e-05
N-065020-1,1e-05,1e-05,1e-05,0.99996,1e-05
N-100057-0,1e-05,1e-05,1e-05,0.989615,0.010355
N-102802-7,1e-05,1e-05,1e-05,0.99996,1e-05
N-112090-6,1e-05,1e-05,1e-05,0.99996,1e-05
N-121225-8,1e-05,1e-05,1e-05,0.99996,1e-05
O-013361-1,1e-05,1e-05,1e-05,0.99996,1e-05
O-024224-8,1e-05,1e-05,1e-05,0.99996,1e-05
O-103118-7,1e-05,1e-05,1e-05,0.99996,1e-05
O-114620-9,1e-05,1e-05,1e-05,0.99996,1e-05
O-126104-9,1e-05,1e-05,1e-05,0.99996,1e-05
O-127400-0,1e-05,1e-05,1e-05,0.99996,1e-05
O-137300-0,1e-05,1e-05,1e-05,0.99996,1e-05
O-140333-6,1e-05,1e-05,1e-05,0.99996,1e-05
O-141143-8,1e-05,1e-05,1e-05,0.984254,0.015716
O-151331-7,1e-05,1e-05,1e-05,0.99996,1e-05
P-003183-1,1e-05,1e-05,1e-05,0.99996,1e-05
P-013821-5,1e-05,1e-05,1e-05,0.99996,1e-05
P-029031-2,1e-05,1e-05,1e-05,0.99996,1e-05
P-029121-1,1e-05,1e-05,1e-05,0.99996,1e-05
P-037500-7,1e-05,1e-05,1e-05,0.99996,1e-05
P-060072-7,1e-05,1e-05,1e-05,0.99996,1e-05
P-102453-8,1e-05,1e-05,1e-05,0.99996,1e-05
P-112191-2,1e-05,1e-05,1e-05,0.99996,1e-05
P-120633-4,1e-05,1e-05,1e-05,0.99996,1e-05
P-132333-6,1e-05,1e-05,1e-05,0.99996,1e-05
Q-001708-9,1e-05,1e-05,1e-05,0.99996,1e-05
Q-004642-6,1e-05,1e-05,1e-05,0.99996,1e-05
Q-010843-2,1e-05,1e-05,1e-05,0.99996,1e-05
Q-010951-3,1e-05,1e-05,1e-05,0.99996,1e-05
Q-022138-3,1e-05,1e-05,1e-05,0.99996,1e-05
Q-026341-8,1e-05,1e-05,1e-05,0.99996,1e-05
Q-027502-5,1e-05,1e-05,1e-05,0.99996,1e-05
Q-043711-2,1e-05,1e-05,1e-05,0.99996,1e-05
Q-060136-1,1e-05,1e-05,1e-05,0.99996,1e-05
Q-084040-6,1e-05,1e-05,1e-05,0.99996,1e-05
Q-099978-2,1e-05,1e-05,1e-05,0.99996,1e-05
Q-103417-3,1e-05,1e-05,1e-05,0.99996,1e-05
Q-111148-4,1e-05,1e-05,1e-05,0.014036,0.985934
Q-112291-0,1e-05,1e-05,1e-05,0.99996,1e-05
Q-122245-5,1e-05,1e-05,1e-05,0.99996,1e-05
Q-123262-8,1e-05,1e-05,1e-05,0.99996,1e-05
Q-131524-2,1e-05,1e-05,1e-05,0.99996,1e-05
Q-133018-3,1e-05,1e-05,1e-05,0.99996,1e-05
R-007163-9,1e-05,1e-05,1e-05,0.99996,1e-05
R-012608-8,1e-05,1e-05,1e-05,0.99996,1e-05
R-035036-4,1e-05,1e-05,1e-05,0.99996,1e-05
R-061442-1,1e-05,1e-05,1e-05,0.99996,1e-05
R-108530-8,1e-05,1e-05,1e-05,0.99996,1e-05
R-116171-0,1e-05,1e-05,1e-05,0.99996,1e-05
R-118313-6,1e-05,1e-05,1e-05,0.99996,1e-05
R-125351-7,1e-05,1e-05,1e-05,0.99996,1e-05
R-126404-3,1e-05,1e-05,1e-05,0.99996,1e-05
S-004824-0,1e-05,1e-05,1e-05,0.99996,1e-05
S-005058-4,1e-05,1e-05,1e-05,0.99996,1e-05
S-021834-8,1e-05,1e-05,1e-05,0.99996,1e-05
S-031833-8,1e-05,1e-05,1e-05,0.99996,1e-05
S-037062-7,1e-05,1e-05,1e-05,0.99996,1e-05
S-045630-2,1e-05,1e-05,1e-05,0.99996,1e-05
S-111339-9,1e-05,1e-05,1e-05,0.99996,1e-05
S-116703-1,1e-05,1e-05,1e-05,0.99996,1e-05
S-120825-7,1e-05,1e-05,1e-05,0.99996,1e-05
S-124209-9,1e-05,1e-05,1e-05,0.99996,1e-05
S-126432-4,1e-05,1e-05,1e-05,0.99996,1e-05
S-128061-9,1e-05,1e-05,1e-05,0.99996,1e-05
S-136341-5,1e-05,1e-05,1e-05,0.99996,1e-05
S-150165-1,1e-05,1e-05,1e-05,0.99996,1e-05
T-004438-9,1e-05,1e-05,1e-05,0.99996,1e-05
T-036208-8,1e-05,1e-05,1e-05,0.99996,1e-05
T-039106-1,1e-05,1e-05,1e-05,0.99996,1e-05
T-041635-6,1e-05,1e-05,1e-05,0.99996,1e-05
T-044461-2,1e-05,1e-05,1e-05,0.99996,1e-05
T-052840-8,1e-05,1e-05,1e-05,0.99996,1e-05
T-073153-0,1e-05,1e-05,1e-05,0.99996,1e-05
T-091234-6,1e-05,1e-05,1e-05,0.99996,1e-05
T-107227-2,1e-05,1e-05,1e-05,0.99996,1e-05
T-114148-1,1e-05,1e-05,1e-05,0.99996,1e-05
T-122509-5,1e-05,1e-05,1e-05,0.99996,1e-05
T-124282-5,1e-05,1e-05,1e-05,0.99996,1e-05
T-132625-7,1e-05,1e-05,1e-05,0.99996,1e-05
T-135190-7,1e-05,1e-05,1e-05,0.99996,1e-05
T-142840-9,1e-05,1e-05,1e-05,0.99996,1e-05
T-151057-9,1e-05,1e-05,1e-05,0.99996,1e-05
T-154081-5,1e-05,1e-05,1e-05,0.99996,1e-05
U-004493-3,1e-05,1e-05,1e-05,0.99996,1e-05
U-005834-8,1e-05,1e-05,1e-05,0.99996,1e-05
U-022286-0,1e-05,1e-05,1e-05,0.99996,1e-05
U-025823-7,1e-05,1e-05,1e-05,0.99996,1e-05
U-076007-6,1e-05,1e-05,1e-05,0.99996,1e-05
U-080192-9,1e-05,1e-05,1e-05,0.99996,1e-05
U-112943-7,1e-05,1e-05,1e-05,0.99996,1e-05
U-122681-1,1e-05,1e-05,1e-05,0.99996,1e-05
U-128144-3,1e-05,1e-05,1e-05,0.99996,1e-05
U-130817-2,1e-05,1e-05,1e-05,0.99996,1e-05
U-134444-9,1e-05,1e-05,1e-05,0.99996,1e-05
U-137234-1,1e-05,1e-05,1e-05,0.99996,1e-05
U-138611-0,1e-05,1e-05,1e-05,0.99996,1e-05
U-143606-4,1e-05,1e-05,1e-05,0.99996,1e-05
V-003972-8,1e-05,1e-05,1e-05,0.99996,1e-05
V-005907-3,1e-05,1e-05,1e-05,0.99996,1e-05
V-016248-8,1e-05,1e-05,1e-05,0.99996,1e-05
V-018606-6,1e-05,1e-05,1e-05,0.99996,1e-05
V-054822-4,1e-05,1e-05,1e-05,0.99996,1e-05
V-059421-9,1e-05,1e-05,1e-05,0.99996,1e-05
V-069213-8,1e-05,1e-05,1e-05,0.99996,1e-05
V-078033-9,1e-05,1e-05,1e-05,0.99996,1e-05
V-079041-1,1e-05,1e-05,1e-05,0.99996,1e-05
V-115527-6,1e-05,1e-05,1e-05,0.99996,1e-05
V-118209-7,1e-05,1e-05,1e-05,0.99996,1e-05
V-130764-5,1e-05,1e-05,1e-05,0.99996,1e-05
V-142653-6,1e-05,1e-05,1e-05,0.99996,1e-05
V-143607-2,1e-05,1e-05,1e-05,0.99996,1e-05
V-160437-2,1e-05,1e-05,1e-05,0.99996,1e-05
V-160806-9,1e-05,1e-05,1e-05,0.99996,1e-05
W-013765-5,1e-05,1e-05,1e-05,0.99996,1e-05
W-015385-9,1e-05,1e-05,1e-05,0.023994,0.975976
W-023548-3,1e-05,1e-05,1e-05,0.99996,1e-05
W-036076-9,1e-05,1e-05,1e-05,0.99996,1e-05
W-073291-8,1e-05,1e-05,1e-05,0.99996,1e-05
W-074704-0,1e-05,1e-05,1e-05,0.99996,1e-05
W-080068-2,1e-05,1e-05,1e-05,0.99996,1e-05
W-083047-3,1e-05,1e-05,1e-05,0.99996,1e-05
W-110587-5,1e-05,1e-05,1e-05,0.99996,1e-05
W-131377-5,1e-05,1e-05,1e-05,0.99996,1e-05
W-145903-2,1e-05,1e-05,1e-05,0.99996,1e-05
X-017735-4,1e-05,1e-05,1e-05,0.99996,1e-05
X-023468-3,1e-05,1e-05,1e-05,0.99996,1e-05
X-038093-1,1e-05,1e-05,1e-05,0.99996,1e-05
X-040982-2,1e-05,1e-05,1e-05,0.99996,1e-05
X-045365-5,1e-05,1e-05,1e-05,0.99996,1e-05
X-056921-2,1e-05,1e-05,1e-05,0.99996,1e-05
X-068225-4,1e-05,1e-05,1e-05,0.99996,1e-05
X-073148-1,1e-05,1e-05,1e-05,0.99996,1e-05
X-144842-3,1e-05,1e-05,1e-05,0.99996,1e-05
X-150656-0,1e-05,1e-05,1e-05,0.986733,0.013237
Y-017583-7,1e-05,1e-05,1e-05,0.99996,1e-05
Y-064833-9,1e-05,1e-05,1e-05,0.99996,1e-05
Y-070386-0,1e-05,1e-05,1e-05,0.99996,1e-05
Y-085146-1,1e-05,1e-05,1e-05,0.99996,1e-05
Y-094731-9,1e-05,1e-05,1e-05,0.99996,1e-05
Y-095604-7,1e-05,1e-05,1e-05,0.99996,1e-05
Y-122973-2,1e-05,1e-05,1e-05,0.99996,1e-05
Y-148191-0,1e-05,1e-05,1e-05,0.99996,1e-05
Y-148245-5,1e-05,1e-05,1e-05,0.99996,1e-05
Y-148362-7,1e-05,1e-05,1e-05,0.99996,1e-05
Y-152961-1,1e-05,1e-05,1e-05,0.994976,0.004994
Y-159900-2,1e-05,1e-05,1e-05,0.99996,1e-05
Z-018817-9,1e-05,1e-05,1e-05,0.99996,1e-05
Z-041758-6,1e-05,1e-05,1e-05,0.99996,1e-05
Z-086119-7,1e-05,1e-05,1e-05,0.99996,1e-05
Z-087820-9,1e-05,1e-05,1e-05,0.99996,1e-05
Z-128491-8,1e-05,1e-05,1e-05,0.99996,1e-05
Z-147184-6,1e-05,1e-05,1e-05,0.99996,1e-05
Z-160927-3,1e-05,1e-05,1e-05,0.99996,1e-05
HG03078,1e-05,1.4e-05,1e-05,1e-05,0.999956
HG03367,1e-05,1.4e-05,1e-05,1e-05,0.999955
HG03445,1e-05,1.4e-05,1e-05,1e-05,0.999956
HG02721,1e-05,1.5e-05,1e-05,1e-05,0.999955
HG02946,1e-05,1.6e-05,1e-05,1e-05,0.999954
HG02982,1e-05,1.6e-05,1e-05,1e-05,0.999954
NA19222,1e-05,1.6e-05,1e-05,1e-05,0.999954
HG02642,1e-05,1.8e-05,1e-05,1e-05,0.999952
HG03369,1e-05,1.8e-05,1e-05,1e-05,0.999952
HG03401,1e-05,1.9e-05,1e-05,1e-05,0.999951
HG03111,1e-05,0.002226,1e-05,1e-05,0.997744
HG03388,1e-05,0.003402,1e-05,1e-05,0.996568
HG03066,1e-05,0.003556,1e-05,1e-05,0.996414
W-122872-6,1e-05,0.004257,1e-05,0.985701,0.010022
HG03096,1e-05,0.005105,1e-05,1e-05,0.994865
HGDP00931,1e-05,0.008634,1e-05,1e-05,0.991336
HGDP00924,1e-05,0.010648,1e-05,1e-05,0.989322
HGDP00926,1e-05,0.014087,1e-05,1e-05,0.985883
HGDP00928,1e-05,0.019437,1e-05,1e-05,0.980533
HG02979,1e-05,0.023902,1e-05,1e-05,0.976068
T-027307-9,1e-05,0.026185,1e-05,0.020717,0.953078
HGDP01031,1e-05,0.144947,1e-05,1e-05,0.855023
NA19384,1e-05,0.151738,1e-05,1e-05,0.848232
HGDP01405,1e-05,0.18089,1e-05,1e-05,0.81908
NA19030,1e-05,0.18811,1e-05,1e-05,0.81186
NA19399,1e-05,0.190193,1e-05,1e-05,0.809777
LP6005443-DNA_E02,1e-05,0.191598,1e-05,1e-05,0.808372
HGDP01419,1e-05,0.192036,1e-05,1e-05,0.807934
NA19023,1e-05,0.205566,1e-05,1e-05,0.794404
HGDP01412,1e-05,0.208774,1e-05,1e-05,0.791196
HGDP01418,1e-05,0.21017,1e-05,1e-05,0.7898
LP6005442-DNA_F09,1e-05,0.223299,1e-05,1e-05,0.776671
LP6005442-DNA_E11,1e-05,0.229755,1e-05,1e-05,0.770215
HGDP01414,1e-05,0.232976,1e-05,1e-05,0.766994
HGDP01417,1e-05,0.233428,1e-05,1e-05,0.766542
HGDP01033,1e-05,0.244591,1e-05,1e-05,0.755379
HGDP00993,1e-05,0.339125,1e-05,1e-05,0.660845
U-039521-1,1e-05,0.577091,1e-05,0.005694,0.417195
S-052803-6,1e-05,0.65323,1e-05,0.013047,0.333702
O-130415-4,1e-05,0.675987,1e-05,0.013065,0.310928
HGDP00475,1e-05,0.695933,1e-05,1e-05,0.304037
HGDP00460,1e-05,0.696588,1e-05,1e-05,0.303382
HGDP00472,1e-05,0.699272,1e-05,1e-05,0.300698
B-129357-1,1e-05,0.707377,1e-05,0.003986,0.288617
N-150421-7,1e-05,0.712218,1e-05,0.011499,0.276263
M-027012-4,1e-05,0.717621,1e-05,0.012692,0.269667
U-153911-5,1e-05,0.718852,1e-05,0.013793,0.267335
HGDP00469,1e-05,0.718912,1e-05,1e-05,0.281058
HGDP01094,1e-05,0.719037,1e-05,1e-05,0.280933
HGDP00459,1e-05,0.72139,1e-05,1e-05,0.27858
HGDP00470,1e-05,0.72244,1e-05,1e-05,0.27753
HGDP00986,1e-05,0.724089,1e-05,1e-05,0.275881
HGDP00473,1e-05,0.725109,1e-05,1e-05,0.274861
HGDP01090,1e-05,0.727061,1e-05,1e-05,0.272909
HGDP00452,1e-05,0.72863,1e-05,1e-05,0.27134
HGDP00466,1e-05,0.731719,1e-05,1e-05,0.268251
HGDP00454,1e-05,0.732296,1e-05,1e-05,0.267674
N-040801-4,1e-05,0.73395,1e-05,1e-05,0.26602
X-106781-9,1e-05,0.735112,1e-05,0.006621,0.258247
A-128636-0,1e-05,0.735577,1e-05,0.01722,0.247183
HGDP00464,1e-05,0.735998,1e-05,1e-05,0.263972
V-047442-9,1e-05,0.736594,1e-05,0.006289,0.257096
T-140248-7,1e-05,0.737488,1e-05,0.013673,0.248819
U-117524-0,1e-05,0.738288,1e-05,0.010569,0.251124
HGDP00985,1e-05,0.739721,1e-05,1e-05,0.260249
R-140642-1,1e-05,0.739857,1e-05,0.003324,0.256799
HGDP01086,1e-05,0.74155,1e-05,1e-05,0.25842
HGDP00479,1e-05,0.741793,1e-05,1e-05,0.258177
K-001261-7,1e-05,0.742486,1e-05,0.010023,0.247471
T-101845-8,1e-05,0.742585,1e-05,0.006965,0.250429
Y-071754-8,1e-05,0.742876,1e-05,0.017552,0.239552
HGDP00455,1e-05,0.743759,1e-05,1e-05,0.256211
F-158575-4,1e-05,0.746672,1e-05,0.007381,0.245927
B-048078-1,1e-05,0.748251,1e-05,0.011254,0.240475
V-114456-8,1e-05,0.748557,1e-05,0.0136,0.237823
V-010785-6,1e-05,0.749049,1e-05,0.005156,0.245775
V-119226-0,1e-05,0.749179,1e-05,0.011038,0.239763
X-061439-8,1e-05,0.749427,1e-05,0.007106,0.243447
V-080067-4,1e-05,0.751117,1e-05,0.010476,0.238387
N-130054-0,1e-05,0.752611,1e-05,0.001963,0.245406
N-041503-5,1e-05,0.757018,1e-05,0.008685,0.234277
Y-092616-5,1e-05,0.757117,1e-05,0.00862,0.234243
C-077248-5,1e-05,0.758728,1e-05,0.005395,0.235856
X-042773-3,1e-05,0.758983,1e-05,0.011383,0.229613
R-028043-8,1e-05,0.759951,1e-05,0.003482,0.236547
D-066566-4,1e-05,0.760815,1e-05,0.007145,0.23202
U-118352-4,1e-05,0.760943,1e-05,0.015788,0.223248
Y-148641-5,1e-05,0.761096,1e-05,0.011269,0.227616
T-018217-1,1e-05,0.762586,1e-05,0.005461,0.231934
Y-125781-6,1e-05,0.765356,1e-05,0.010045,0.224579
Q-132631-4,1e-05,0.766791,1e-05,0.013958,0.219231
M-005205-1,1e-05,0.767896,1e-05,0.013266,0.218817
X-073355-2,1e-05,0.768256,1e-05,0.01584,0.215884
HGDP00457,1e-05,0.768642,1e-05,1e-05,0.231328
U-122546-7,1e-05,0.77071,1e-05,0.005958,0.223312
F-109876-5,1e-05,0.772624,1e-05,0.003844,0.223511
D-029198-0,1e-05,0.775642,1e-05,1e-05,0.224328
U-093242-7,1e-05,0.780253,1e-05,0.00534,0.214388
R-154250-6,1e-05,0.780959,1e-05,0.003074,0.215947
H-158847-7,1e-05,0.781206,1e-05,0.007472,0.211302
A-082754-5,1e-05,0.782191,1e-05,0.001982,0.215808
B-133857-5,1e-05,0.7828,1e-05,0.002252,0.214928
HGDP00453,1e-05,0.783854,1e-05,1e-05,0.216116
B-037836-6,1e-05,0.78417,1e-05,0.00644,0.209369
B-147906-4,1e-05,0.785445,1e-05,0.003958,0.210577
P-019131-2,1e-05,0.785507,1e-05,0.011739,0.202734
M-095798-8,1e-05,0.786311,1e-05,0.020732,0.192937
Y-108168-7,1e-05,0.788347,1e-05,0.013376,0.198257
C-114868-5,1e-05,0.791348,1e-05,1e-05,0.208622
A-015875-0,1e-05,0.794538,1e-05,0.013566,0.191877
M-005232-4,1e-05,0.794618,1e-05,0.006317,0.199044
S-108108-3,1e-05,0.795129,1e-05,0.009328,0.195522
T-016462-4,1e-05,0.796709,1e-05,0.008769,0.194502
P-093120-5,1e-05,0.79683,1e-05,0.004582,0.198567
V-123348-6,1e-05,0.798945,1e-05,0.012307,0.188728
D-153875-3,1e-05,0.799512,1e-05,0.017062,0.183406
A-003896-0,1e-05,0.800236,1e-05,0.01095,0.188794
X-051674-2,1e-05,0.804884,1e-05,0.006553,0.188543
S-117333-5,1e-05,0.804902,1e-05,0.006441,0.188637
V-057180-3,1e-05,0.805138,1e-05,0.01241,0.182431
E-088194-7,1e-05,0.806762,1e-05,0.003329,0.189889
HGDP00461,1e-05,0.808735,1e-05,1e-05,0.191235
O-161042-8,1e-05,0.811596,1e-05,0.009942,0.178442
T-040492-1,1e-05,0.813116,1e-05,0.003533,0.183331
Q-121066-6,1e-05,0.815256,1e-05,1e-05,0.184714
X-157712-3,1e-05,0.816266,1e-05,0.001317,0.182397
X-137309-2,1e-05,0.816417,1e-05,0.002646,0.180918
M-011154-2,1e-05,0.817149,1e-05,0.005994,0.176836
Z-125872-3,1e-05,0.817794,1e-05,0.002353,0.179833
X-090158-9,1e-05,0.819135,1e-05,0.011206,0.169639
T-037009-9,1e-05,0.820107,1e-05,0.006268,0.173605
X-070547-8,1e-05,0.820822,1e-05,1e-05,0.179148
A-063692-0,1e-05,0.821053,1e-05,0.015522,0.163405
W-113548-4,1e-05,0.825324,1e-05,0.007282,0.167374
D-093737-8,1e-05,0.826576,1e-05,1e-05,0.173394
I-098368-6,1e-05,0.82706,1e-05,0.008002,0.164918
B-075960-7,1e-05,0.828741,1e-05,0.012538,0.158702
T-108244-5,1e-05,0.828803,1e-05,0.01579,0.155387
F-060889-6,1e-05,0.829798,1e-05,1e-05,0.170172
Y-079026-3,1e-05,0.830456,1e-05,0.004201,0.165323
X-047345-5,1e-05,0.830729,1e-05,0.00706,0.162191
Y-106593-8,1e-05,0.833075,1e-05,0.006282,0.160623
Q-149110-9,1e-05,0.833415,1e-05,1e-05,0.166555
H-079827-5,1e-05,0.834324,1e-05,0.00267,0.162986
J-148886-7,1e-05,0.834882,1e-05,0.012318,0.15278
C-082594-5,1e-05,0.834956,1e-05,0.011496,0.153528
T-085420-9,1e-05,0.835019,1e-05,0.000213,0.164748
R-141902-8,1e-05,0.835456,1e-05,1e-05,0.164514
V-078231-9,1e-05,0.835508,1e-05,0.002733,0.161739
T-102169-1,1e-05,0.836147,1e-05,0.002312,0.161521
S-027351-6,1e-05,0.836272,1e-05,0.00354,0.160169
Z-154960-1,1e-05,0.837199,1e-05,0.00928,0.1535
T-105733-1,1e-05,0.837784,1e-05,0.009788,0.152408
S-141624-8,1e-05,0.838178,1e-05,1e-05,0.161792
E-079680-7,1e-05,0.839801,1e-05,0.00124,0.158939
L-124202-3,1e-05,0.841398,1e-05,0.008065,0.150517
U-063128-5,1e-05,0.842255,1e-05,0.00842,0.149305
V-153615-3,1e-05,0.842825,1e-05,0.019511,0.137644
S-112725-9,1e-05,0.84439,1e-05,0.009458,0.146132
C-054739-1,1e-05,0.844838,1e-05,0.0077,0.147442
Y-111597-3,1e-05,0.845114,1e-05,0.014731,0.140135
P-031074-8,1e-05,0.846025,1e-05,0.004355,0.1496
W-154534-4,1e-05,0.84608,1e-05,0.006467,0.147433
P-025314-6,1e-05,0.846238,1e-05,1e-05,0.153732
S-070272-1,1e-05,0.846266,1e-05,0.008962,0.144752
V-057027-7,1e-05,0.846474,1e-05,0.004441,0.149065
U-144452-0,1e-05,0.846505,1e-05,0.00497,0.148505
I-106001-1,1e-05,0.847244,1e-05,0.000604,0.152132
T-035560-3,1e-05,0.848067,1e-05,0.00637,0.145542
C-083377-4,1e-05,0.848143,1e-05,0.003422,0.148416
I-022400-6,1e-05,0.84846,1e-05,0.013682,0.137838
B-077643-7,1e-05,0.849507,1e-05,0.000102,0.150371
T-003826-7,1e-05,0.84983,1e-05,0.008015,0.142134
Y-038652-5,1e-05,0.850247,1e-05,1e-05,0.149723
R-014606-0,1e-05,0.850692,1e-05,0.003032,0.146256
Y-148038-4,1e-05,0.851212,1e-05,0.009113,0.139655
S-044703-8,1e-05,0.851552,1e-05,0.003016,0.145412
U-063290-2,1e-05,0.851755,1e-05,0.002499,0.145727
D-091289-1,1e-05,0.852974,1e-05,0.000148,0.146858
Q-040318-9,1e-05,0.853106,1e-05,0.002893,0.143981
S-144621-1,1e-05,0.8532,1e-05,1e-05,0.14677
M-106041-7,1e-05,0.853415,1e-05,0.006299,0.140266
N-106303-1,1e-05,0.8536,1e-05,0.014672,0.131708
D-043787-3,1e-05,0.853634,1e-05,0.001141,0.145206
W-068233-7,1e-05,0.853679,1e-05,0.031413,0.114889
R-112517-0,1e-05,0.85377,1e-05,1e-05,0.1462
S-013617-8,1e-05,0.85427,1e-05,0.008182,0.137529
U-091262-7,1e-05,0.854305,1e-05,0.001255,0.144421
H-097746-5,1e-05,0.854505,1e-05,0.001773,0.143702
B-056592-1,1e-05,0.854717,1e-05,0.002637,0.142626
T-024922-8,1e-05,0.855371,1e-05,0.015503,0.129106
E-029928-1,1e-05,0.855456,1e-05,0.00317,0.141354
R-129104-6,1e-05,0.856106,1e-05,0.004812,0.139062
I-115001-0,1e-05,0.856286,1e-05,0.003397,0.140296
O-082112-5,1e-05,0.857422,1e-05,0.004567,0.137991
W-111892-7,1e-05,0.857546,1e-05,0.011313,0.131121
X-024476-5,1e-05,0.857659,1e-05,0.009347,0.132974
B-068607-4,1e-05,0.858251,1e-05,0.010751,0.130978
C-109495-3,1e-05,0.858254,1e-05,0.001792,0.139934
B-039690-4,1e-05,0.859584,1e-05,0.018037,0.122359
V-032718-1,1e-05,0.860356,1e-05,9.9e-05,0.139525
N-003901-7,1e-05,0.860701,1e-05,0.00306,0.136219
T-111574-1,1e-05,0.860814,1e-05,0.008457,0.130709
X-062249-0,1e-05,0.862349,1e-05,0.000185,0.137446
V-029226-9,1e-05,0.863149,1e-05,1e-05,0.136821
Y-135654-3,1e-05,0.86322,1e-05,1e-05,0.13675
V-034194-1,1e-05,0.864189,1e-05,0.010057,0.125733
A-132668-7,1e-05,0.864955,1e-05,0.001581,0.133444
M-042231-1,1e-05,0.865237,1e-05,1e-05,0.134733
A-135593-3,1e-05,0.865813,1e-05,0.003009,0.131157
S-083430-0,1e-05,0.867011,1e-05,0.00301,0.129959
N-110416-6,1e-05,0.867121,1e-05,0.001995,0.130863
O-046211-9,1e-05,0.868008,1e-05,1e-05,0.131962
U-154604-5,1e-05,0.868629,1e-05,0.008233,0.123118
H-020221-8,1e-05,0.868775,1e-05,1e-05,0.131195
T-153352-1,1e-05,0.869357,1e-05,0.002841,0.127782
T-052066-0,1e-05,0.869773,1e-05,1e-05,0.130197
S-077211-2,1e-05,0.869822,1e-05,0.000213,0.129945
X-060575-1,1e-05,0.869875,1e-05,0.005214,0.124891
T-155260-4,1e-05,0.869913,1e-05,0.005797,0.12427
O-132422-7,1e-05,0.870921,1e-05,0.008546,0.120513
K-010153-5,1e-05,0.871001,1e-05,1e-05,0.128969
Y-152952-0,1e-05,0.871278,1e-05,0.010406,0.118296
A-127754-1,1e-05,0.872761,1e-05,0.002913,0.124307
I-079477-8,1e-05,0.872765,1e-05,0.000671,0.126543
Y-009447-5,1e-05,0.873937,1e-05,0.001216,0.124827
X-111299-5,1e-05,0.874073,1e-05,1e-05,0.125897
Q-111832-3,1e-05,0.874732,1e-05,0.005935,0.119312
T-133534-9,1e-05,0.87502,1e-05,0.008813,0.116147
P-125106-6,1e-05,0.875195,1e-05,0.001242,0.123543
A-023786-9,1e-05,0.875234,1e-05,1e-05,0.124736
A-137807-6,1e-05,0.875668,1e-05,0.010655,0.113657
T-033841-9,1e-05,0.876529,1e-05,0.00101,0.12244
U-045830-8,1e-05,0.876536,1e-05,1e-05,0.123434
W-014548-4,1e-05,0.878962,1e-05,0.013258,0.10776
F-084973-9,1e-05,0.879557,1e-05,1e-05,0.120413
P-003660-9,1e-05,0.879631,1e-05,0.011241,0.109107
E-015888-3,1e-05,0.88065,1e-05,0.008392,0.110938
U-131960-8,1e-05,0.881547,1e-05,0.006069,0.112364
X-080852-9,1e-05,0.881656,1e-05,0.006294,0.11203
W-084712-1,1e-05,0.882854,1e-05,0.003331,0.113796
S-005247-3,1e-05,0.88439,1e-05,0.007772,0.107817
C-128593-2,1e-05,0.884575,1e-05,0.002726,0.112679
X-086171-7,1e-05,0.884735,1e-05,0.002054,0.113192
A-154817-4,1e-05,0.884747,1e-05,0.000246,0.114987
R-152612-0,1e-05,0.885712,1e-05,0.009253,0.105015
C-090937-7,1e-05,0.886447,1e-05,0.006849,0.106684
D-068690-9,1e-05,0.888604,1e-05,0.006302,0.105074
B-058905-4,1e-05,0.889218,1e-05,0.011956,0.098806
C-159436-7,1e-05,0.889674,1e-05,0.002198,0.108109
V-142842-5,1e-05,0.889747,1e-05,0.005697,0.104536
X-131198-5,1e-05,0.891556,1e-05,0.010078,0.098346
U-146612-8,1e-05,0.891814,1e-05,1e-05,0.108156
