Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,assignment
T-162361-1,,,,,,,,,,,,,0.449547,0.393902,1e-05,0.095622,1e-05,0.060909,0
U-000299-9,,,,,,,,,,,,,0.209937,0.629647,0.000332,0.079162,0.000151,0.080772,1
U-000659-5,,,,,,,,,,,,,0.246429,0.602919,1e-05,0.066438,0.001476,0.082728,1
U-000884-8,,,,,,,,,,,,,0.103956,0.755145,1e-05,0.036285,0.001205,0.103399,1
U-001649-5,,,,,,,,,,,,,0.565965,0.107439,0.000737,0.27502,0.001675,0.049164,0
U-001676-8,,,,,,,,,,,,,0.074153,0.697428,1e-05,0.133121,0.000166,0.095122,1
U-001847-5,,,,,,,,,,,,,0.961691,1e-05,1e-05,1e-05,1e-05,0.038269,0
U-001991-0,,,,,,,,,,,,,0.102354,0.692759,1e-05,0.113601,0.000584,0.090692,1
U-002369-8,,,,,,,,,,,,,0.134588,0.711783,1e-05,0.082658,1e-05,0.070951,1
U-002468-8,,,,,,,,,,,,,0.185565,0.650264,1e-05,0.08556,1e-05,0.078591,1
U-002549-6,,,,,,,,,,,,,0.199216,0.524054,1e-05,0.203226,0.000429,0.073064,1
U-002585-0,,,,,,,,,,,,,0.221356,0.507966,1e-05,0.198801,1e-05,0.071858,1
U-002675-9,,,,,,,,,,,,,0.750686,1e-05,0.002199,0.205361,1e-05,0.041734,0
U-002783-0,,,,,,,,,,,,,0.195369,0.591566,1e-05,0.13299,0.000557,0.079508,1
U-002792-1,,,,,,,,,,,,,0.117737,0.644416,0.051314,0.045712,1e-05,0.140812,1
U-003368-9,,,,,,,,,,,,,0.457876,0.3288,0.002967,0.147129,5.6e-05,0.063172,0
U-003647-7,,,,,,,,,,,,,0.433406,0.42657,0.001229,0.084019,1e-05,0.054765,0
U-004367-0,,,,,,,,,,,,,0.304414,0.557813,0.002978,0.064406,0.000353,0.070037,1
U-004466-0,,,,,,,,,,,,,0.35839,0.468174,1e-05,0.103664,0.000483,0.069278,1
U-004493-3,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
U-004583-2,,,,,,,,,,,,,0.143491,0.712242,0.001593,0.056303,1e-05,0.086361,1
U-004664-0,,,,,,,,,,,,,0.119293,0.786185,0.000407,0.010958,1e-05,0.083147,1
U-004835-7,,,,,,,,,,,,,0.121517,0.707095,1e-05,0.080239,0.000519,0.09062,1
U-004862-0,,,,,,,,,,,,,0.349899,0.452822,0.001748,0.126705,0.000192,0.068634,1
U-004907-4,,,,,,,,,,,,,0.034705,0.306256,1e-05,0.578629,0.002934,0.077466,3
U-005357-0,,,,,,,,,,,,,0.385624,0.446968,1e-05,0.096377,0.00232,0.068701,1
U-005564-1,,,,,,,,,,,,,0.211126,0.643681,1e-05,0.064306,0.000404,0.080472,1
U-005834-8,,,,,,,,,,,,,1e-05,1e-05,0.999942,1e-05,1.8e-05,1e-05,2
U-005861-1,,,,,,,,,,,,,0.137523,0.725035,0.000722,0.056005,0.000693,0.080022,1
U-005960-1,,,,,,,,,,,,,0.207029,0.601562,1e-05,0.103132,0.000554,0.087714,1
U-006059-1,,,,,,,,,,,,,0.786759,0.089325,0.000887,0.073054,1e-05,0.049965,0
U-006167-2,,,,,,,,,,,,,1e-05,0.26574,0.107623,0.16955,0.121753,0.335324,5
U-006275-3,,,,,,,,,,,,,0.122701,0.712813,1e-05,0.072362,1e-05,0.092103,1
U-006356-1,,,,,,,,,,,,,0.317232,0.578245,0.005161,0.019119,1e-05,0.080233,1
U-006392-5,,,,,,,,,,,,,0.205376,0.646407,1e-05,0.055205,0.002969,0.090034,1
U-006455-1,,,,,,,,,,,,,0.12875,0.734241,1e-05,0.037665,0.000517,0.098817,1
U-006491-5,,,,,,,,,,,,,0.218224,0.629692,1e-05,0.069924,1e-05,0.082141,1
U-006536-9,,,,,,,,,,,,,0.29307,0.625453,1e-05,1e-05,1e-05,0.081447,1
U-006572-3,,,,,,,,,,,,,0.137305,0.682563,1e-05,0.065125,0.005167,0.10983,1
U-006581-4,,,,,,,,,,,,,0.120329,0.705153,1e-05,0.076453,1e-05,0.098045,1
U-007148-1,,,,,,,,,,,,,0.183215,0.651132,0.000262,0.074585,1e-05,0.090795,1
U-007184-5,,,,,,,,,,,,,0.26774,0.527393,1e-05,0.138579,1e-05,0.066268,1
U-007283-5,,,,,,,,,,,,,0.212796,0.620621,1e-05,0.074819,1e-05,0.091744,1
U-007346-1,,,,,,,,,,,,,0.536785,0.304243,1e-05,0.118605,0.000331,0.040026,0
U-007463-3,,,,,,,,,,,,,0.143452,0.682633,0.003096,0.088691,0.000604,0.081524,1
U-007742-1,,,,,,,,,,,,,0.148412,0.662356,1e-05,0.109038,0.001477,0.078706,1
U-007751-2,,,,,,,,,,,,,0.805087,0.037333,1e-05,0.118474,1e-05,0.039086,0
U-007832-0,,,,,,,,,,,,,0.283542,0.529691,1e-05,0.106477,0.000155,0.080125,1
U-007841-1,,,,,,,,,,,,,0.139716,0.591545,1e-05,0.173336,1e-05,0.095383,1
U-007850-2,,,,,,,,,,,,,0.138436,0.613346,1e-05,0.163346,0.000749,0.084112,1
U-007931-0,,,,,,,,,,,,,0.157159,0.64252,0.002031,0.108121,0.001026,0.089144,1
U-008066-4,,,,,,,,,,,,,0.148044,0.641572,1e-05,0.109994,0.005056,0.095324,1
U-008129-0,,,,,,,,,,,,,0.189553,0.616637,1e-05,0.114089,1e-05,0.079701,1
U-008183-6,,,,,,,,,,,,,0.164239,0.669016,0.00103,0.08971,0.001659,0.074345,1
U-008372-5,,,,,,,,,,,,,0.802848,1e-05,0.014564,0.140193,1e-05,0.042375,0
U-008633-1,,,,,,,,,,,,,1e-05,1e-05,0.017776,1e-05,0.58755,0.394644,4
U-008822-0,,,,,,,,,,,,,0.464973,0.36172,1e-05,0.098704,1e-05,0.074584,0
U-008840-2,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.617525,0.382435,4
U-008903-8,,,,,,,,,,,,,0.15287,0.634623,0.001984,0.105674,1e-05,0.104838,1
U-009317-0,,,,,,,,,,,,,1e-05,0.156275,1e-05,1e-05,0.488683,0.355012,4
U-009380-7,,,,,,,,,,,,,0.108222,0.730079,1e-05,0.065832,1e-05,0.095847,1
U-009416-0,,,,,,,,,,,,,0.425295,0.458426,0.030869,1e-05,1e-05,0.08539,1
U-009443-3,,,,,,,,,,,,,0.405365,0.522722,0.005316,1e-05,1e-05,0.066577,1
U-009623-1,,,,,,,,,,,,,0.155367,0.687305,0.000935,0.064161,0.009856,0.082376,1
U-009812-0,,,,,,,,,,,,,0.233849,0.624869,1e-05,0.057554,1e-05,0.083708,1
U-010478-7,,,,,,,,,,,,,0.031924,0.249799,1e-05,1e-05,0.407223,0.311034,4
U-010766-6,,,,,,,,,,,,,0.492365,0.353836,1e-05,0.087938,1e-05,0.065841,0
U-010838-3,,,,,,,,,,,,,0.403257,0.406223,0.00039,0.124422,1e-05,0.065699,1
U-010973-7,,,,,,,,,,,,,0.721306,1e-05,0.000839,0.216178,0.000729,0.060938,0
U-011198-0,,,,,,,,,,,,,0.79436,0.027115,0.001293,0.137007,1e-05,0.040215,0
U-011378-8,,,,,,,,,,,,,0.224106,0.648111,1e-05,0.033999,1e-05,0.093765,1
U-011783-9,,,,,,,,,,,,,0.706766,0.143125,1e-05,0.094917,1e-05,0.055172,0
U-011828-3,,,,,,,,,,,,,0.117353,0.71679,0.001909,0.085662,0.000236,0.07805,1
U-011927-3,,,,,,,,,,,,,0.281536,0.583385,0.013098,0.040408,0.006741,0.074832,1
U-012089-0,,,,,,,,,,,,,1e-05,0.30301,0.006828,0.616989,0.003286,0.069877,3
U-012296-1,,,,,,,,,,,,,0.108868,0.718806,0.001911,0.071243,0.000487,0.098686,1
U-012467-8,,,,,,,,,,,,,0.094128,0.720095,0.003265,0.097922,1e-05,0.084579,1
U-012773-9,,,,,,,,,,,,,0.811935,0.051232,0.002085,0.095954,1e-05,0.038784,0
U-013259-8,,,,,,,,,,,,,0.288229,0.59917,0.000702,0.041318,1e-05,0.070572,1
U-013466-9,,,,,,,,,,,,,0.126468,0.727993,1e-05,0.051956,1e-05,0.093563,1
U-013484-1,,,,,,,,,,,,,0.120229,0.768327,0.000218,0.01596,1e-05,0.095255,1
U-013592-2,,,,,,,,,,,,,0.143515,0.694015,1e-05,0.070717,0.003966,0.087778,1
U-013772-0,,,,,,,,,,,,,0.071486,0.165299,0.011114,0.030274,0.397258,0.32457,4
U-013817-4,,,,,,,,,,,,,0.106648,0.719552,1e-05,0.093303,0.000532,0.079955,1
U-013952-8,,,,,,,,,,,,,0.525793,0.292592,0.003458,0.115257,1e-05,0.06289,0
U-013961-9,,,,,,,,,,,,,0.153129,0.639811,1e-05,0.124346,0.000335,0.082369,1
U-014096-3,,,,,,,,,,,,,0.240198,0.615119,0.002869,0.054306,0.000613,0.086894,1
U-014267-0,,,,,,,,,,,,,0.419251,0.506385,0.001664,0.000208,1e-05,0.072482,1
U-014447-8,,,,,,,,,,,,,0.128348,0.381227,0.001321,0.43261,1e-05,0.056484,3
U-014456-9,,,,,,,,,,,,,0.18211,0.687697,1e-05,0.052074,0.000844,0.077265,1
U-014519-5,,,,,,,,,,,,,0.165573,0.691124,0.002082,0.045015,0.000744,0.095462,1
U-014537-7,,,,,,,,,,,,,0.129201,0.697658,1e-05,0.084962,0.004326,0.083843,1
U-014735-7,,,,,,,,,,,,,0.081111,0.71138,1e-05,0.115116,1e-05,0.092372,1
U-014906-4,,,,,,,,,,,,,0.130073,0.535994,1e-05,0.257678,0.001352,0.074893,1
U-015266-1,,,,,,,,,,,,,0.145166,0.669662,0.000415,0.081533,0.003049,0.100175,1
U-015392-4,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.607267,0.392693,4
U-015446-9,,,,,,,,,,,,,0.290117,0.574474,1e-05,0.059989,1e-05,0.0754,1
U-015770-2,,,,,,,,,,,,,0.420539,0.499341,0.007083,1e-05,1e-05,0.073017,1
U-015833-8,,,,,,,,,,,,,0.240198,0.668673,0.000696,1e-05,1e-05,0.090414,1
U-015842-9,,,,,,,,,,,,,0.165498,0.642953,1e-05,0.098044,0.000374,0.093121,1
U-015860-1,,,,,,,,,,,,,0.304863,0.5915,0.001174,0.043458,1e-05,0.058995,1
U-015914-6,,,,,,,,,,,,,0.210956,0.676558,1e-05,0.045076,1e-05,0.067391,1
U-016049-0,,,,,,,,,,,,,0.356107,0.457982,1e-05,0.116131,0.000516,0.069254,1
U-016175-3,,,,,,,,,,,,,0.22437,0.664745,1e-05,0.037419,1e-05,0.073445,1
U-016328-8,,,,,,,,,,,,,0.099501,0.697808,1e-05,0.120166,0.004543,0.077973,1
U-016454-1,,,,,,,,,,,,,0.11112,0.699127,1e-05,0.114905,0.000464,0.074374,1
U-016490-5,,,,,,,,,,,,,0.185111,0.676695,1e-05,0.039364,0.00098,0.097839,1
U-016508-6,,,,,,,,,,,,,0.393843,0.484842,1e-05,0.063772,1e-05,0.057523,1
U-016553-1,,,,,,,,,,,,,0.327442,0.492364,0.000756,0.114416,0.000359,0.064663,1
U-016607-6,,,,,,,,,,,,,0.254389,0.578354,1e-05,0.06813,0.003528,0.095588,1
U-016742-0,,,,,,,,,,,,,0.015931,0.350831,0.006603,0.026286,0.322616,0.277734,1
U-016751-1,,,,,,,,,,,,,0.148001,0.678101,1e-05,0.090062,0.001318,0.082508,1
U-016904-6,,,,,,,,,,,,,0.23771,0.531446,1e-05,0.156301,1e-05,0.074523,1
U-017093-6,,,,,,,,,,,,,0.116398,0.63726,0.000747,0.160503,0.000603,0.08449,1
U-017129-9,,,,,,,,,,,,,0.126081,0.655537,1e-05,0.128835,0.001095,0.088441,1
U-017165-3,,,,,,,,,,,,,0.133253,0.682307,0.008578,0.077373,0.007781,0.090708,1
U-017228-9,,,,,,,,,,,,,0.072951,0.340887,1e-05,0.506382,0.00033,0.079439,3
U-017291-6,,,,,,,,,,,,,0.061513,0.833178,0.000781,1e-05,1e-05,0.104508,1
U-017336-0,,,,,,,,,,,,,0.194902,0.694637,0.006923,0.017651,1e-05,0.085877,1
U-017372-4,,,,,,,,,,,,,0.04328,0.840572,1e-05,0.026124,4.9e-05,0.089966,1
U-017408-7,,,,,,,,,,,,,0.235394,0.553086,0.000334,0.124128,1e-05,0.087049,1
U-017435-0,,,,,,,,,,,,,0.248797,0.61944,1e-05,0.058569,1e-05,0.073174,1
U-017651-2,,,,,,,,,,,,,0.288454,0.482674,1e-05,0.159631,1e-05,0.069221,1
U-017705-7,,,,,,,,,,,,,0.082123,0.719207,1e-05,0.099365,1e-05,0.099285,1
U-017831-0,,,,,,,,,,,,,0.114734,0.686536,1e-05,0.110612,0.001074,0.087033,1
U-017930-0,,,,,,,,,,,,,0.107061,0.72332,1e-05,0.089996,0.001757,0.077857,1
U-018551-3,,,,,,,,,,,,,0.103594,0.714187,1e-05,0.084679,0.000449,0.097082,1
U-018623-0,,,,,,,,,,,,,0.286307,0.630203,0.003202,0.004496,1e-05,0.075783,1
U-018632-1,,,,,,,,,,,,,0.113861,0.771152,1e-05,0.032652,0.001527,0.080798,1
U-018713-9,,,,,,,,,,,,,0.112739,0.721563,0.001001,0.075107,1e-05,0.08958,1
U-018731-1,,,,,,,,,,,,,0.171535,0.63285,1e-05,0.080229,0.018564,0.096813,1
U-018821-0,,,,,,,,,,,,,0.692189,0.194273,0.003279,0.061927,0.000127,0.048204,0
U-019046-3,,,,,,,,,,,,,0.165962,0.58367,0.00246,0.168112,0.001371,0.078425,1
U-019073-6,,,,,,,,,,,,,0.062569,0.778877,1e-05,0.059898,1e-05,0.098636,1
U-019163-5,,,,,,,,,,,,,0.088174,0.789077,1e-05,0.036256,1e-05,0.086473,1
U-019253-4,,,,,,,,,,,,,0.054455,0.290042,1e-05,0.58363,0.001525,0.070338,3
U-019424-1,,,,,,,,,,,,,0.10206,0.343531,1e-05,0.012538,0.300904,0.240956,1
U-019541-3,,,,,,,,,,,,,0.024197,1e-05,0.024741,1e-05,0.557272,0.393771,4
U-019730-2,,,,,,,,,,,,,0.314781,0.595169,0.001228,0.008844,1e-05,0.079969,1
U-020378-7,,,,,,,,,,,,,0.229774,0.68508,1e-05,1e-05,1e-05,0.085116,1
U-020387-8,,,,,,,,,,,,,0.110996,0.724345,1e-05,0.072183,0.002437,0.090029,1
U-020882-8,,,,,,,,,,,,,0.284869,0.470017,0.001217,0.166582,1e-05,0.077305,1
U-020909-0,,,,,,,,,,,,,0.157884,0.615615,1e-05,0.126996,0.000452,0.099043,1
U-020927-2,,,,,,,,,,,,,0.296358,0.600986,0.009455,0.006937,0.000507,0.085756,1
U-021089-9,,,,,,,,,,,,,0.75434,0.061459,1e-05,0.124095,0.000459,0.059637,0
U-021449-5,,,,,,,,,,,,,0.012065,0.173318,1e-05,0.720103,0.013145,0.08136,3
U-021467-7,,,,,,,,,,,,,0.211291,0.511649,1e-05,0.200048,0.001296,0.075707,1
U-021593-0,,,,,,,,,,,,,0.382909,0.54555,0.001037,0.000775,0.000804,0.068925,1
U-021773-8,,,,,,,,,,,,,0.304608,0.513957,0.001677,0.104224,0.000443,0.075091,1
U-021854-6,,,,,,,,,,,,,0.442055,1e-05,0.021001,0.483933,1e-05,0.052991,3
U-021863-7,,,,,,,,,,,,,0.146919,0.685574,0.001413,0.083059,1e-05,0.083025,1
U-021908-1,,,,,,,,,,,,,0.000596,0.352186,0.151325,0.21624,0.011667,0.267986,1
U-022187-0,,,,,,,,,,,,,0.105783,0.039708,0.001291,0.033766,0.478453,0.341,4
U-022286-0,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
U-022484-0,,,,,,,,,,,,,0.116323,0.749467,0.002638,0.036969,0.001293,0.093311,1
U-022628-4,,,,,,,,,,,,,0.221564,0.606665,1e-05,0.076802,1e-05,0.09495,1
U-022646-6,,,,,,,,,,,,,0.18337,0.709242,0.001763,0.036751,0.000165,0.06871,1
U-022673-9,,,,,,,,,,,,,0.336048,0.519409,0.000534,0.067225,1e-05,0.076774,1
U-022682-0,,,,,,,,,,,,,0.2034,0.633505,1e-05,0.078797,1e-05,0.084278,1
U-022745-6,,,,,,,,,,,,,0.597913,0.206052,0.002334,0.137316,1e-05,0.056376,0
U-022763-8,,,,,,,,,,,,,0.183096,0.651607,1e-05,0.089359,0.003722,0.072206,1
U-022781-0,,,,,,,,,,,,,0.25476,0.636465,1e-05,0.032191,1e-05,0.076565,1
U-022835-5,,,,,,,,,,,,,0.038436,0.204707,1e-05,0.667822,0.012765,0.076261,3
U-022862-8,,,,,,,,,,,,,0.225309,0.581727,1e-05,0.112365,1e-05,0.080579,1
U-022880-0,,,,,,,,,,,,,0.119877,0.637279,1e-05,0.16172,1e-05,0.081104,1
U-023069-9,,,,,,,,,,,,,0.192072,0.572248,1e-05,0.154364,0.00096,0.080346,1
U-023276-0,,,,,,,,,,,,,0.228663,0.625331,1e-05,0.063359,1e-05,0.082627,1
U-023285-1,,,,,,,,,,,,,0.474986,0.39538,1e-05,0.069776,8.9e-05,0.059759,0
U-023357-8,,,,,,,,,,,,,0.135412,0.717083,1e-05,0.065592,1e-05,0.081893,1
U-023771-0,,,,,,,,,,,,,0.282182,0.449577,1e-05,0.207082,1e-05,0.061139,1
U-023816-4,,,,,,,,,,,,,0.552828,0.338729,0.001488,0.051693,1e-05,0.055253,0
U-024194-3,,,,,,,,,,,,,0.04616,0.799246,1e-05,0.064009,1e-05,0.090565,1
U-024338-7,,,,,,,,,,,,,0.543501,0.252691,2.5e-05,0.143824,1e-05,0.059949,0
U-024347-8,,,,,,,,,,,,,0.145374,0.729399,6.4e-05,0.040814,1e-05,0.084339,1
U-024482-2,,,,,,,,,,,,,0.527069,0.295246,1e-05,0.124262,1e-05,0.053403,0
U-024509-4,,,,,,,,,,,,,0.399091,0.49943,0.021005,1e-05,0.000636,0.079828,1
U-024527-6,,,,,,,,,,,,,0.24108,0.615051,1e-05,0.061746,1e-05,0.082102,1
U-024563-0,,,,,,,,,,,,,0.268428,0.477898,0.00033,0.167456,0.000566,0.085321,1
U-024590-3,,,,,,,,,,,,,0.18041,0.6428,1e-05,0.076761,0.001173,0.098846,1
U-024734-7,,,,,,,,,,,,,0.377812,0.519037,0.035128,1e-05,1e-05,0.068003,1
U-024770-1,,,,,,,,,,,,,0.152451,0.660236,1e-05,0.092799,0.003214,0.091289,1
U-024941-8,,,,,,,,,,,,,0.258466,0.59795,1e-05,0.063167,1e-05,0.080397,1
U-025094-4,,,,,,,,,,,,,0.008961,0.858688,1e-05,0.025809,1e-05,0.106522,1
U-025229-7,,,,,,,,,,,,,0.061836,0.743608,1e-05,0.11112,1e-05,0.083417,1
U-025319-6,,,,,,,,,,,,,0.107507,0.756021,0.005669,0.04208,0.000756,0.087968,1
U-025373-2,,,,,,,,,,,,,0.114042,0.724062,1e-05,0.06103,0.004365,0.096492,1
U-025445-9,,,,,,,,,,,,,0.082011,0.802789,1e-05,0.018902,1e-05,0.096279,1
U-025454-0,,,,,,,,,,,,,0.127338,0.735555,1e-05,0.05247,0.000145,0.084483,1
U-025724-7,,,,,,,,,,,,,1e-05,0.038413,0.010826,0.018095,0.545529,0.387128,4
U-025733-8,,,,,,,,,,,,,0.079405,0.724232,0.000839,0.097694,0.001216,0.096613,1
U-025760-1,,,,,,,,,,,,,1e-05,1e-05,0.009945,0.932102,0.000548,0.057385,3
U-025823-7,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
U-025832-8,,,,,,,,,,,,,0.170645,0.578586,1e-05,0.166066,0.000256,0.084437,1
U-025904-5,,,,,,,,,,,,,0.183258,0.672368,1e-05,0.059917,1e-05,0.084436,1
U-025922-7,,,,,,,,,,,,,0.143131,0.654984,1e-05,0.112983,0.001331,0.087561,1
U-025931-8,,,,,,,,,,,,,1e-05,0.268627,1e-05,0.664455,0.001415,0.065482,3
U-026048-0,,,,,,,,,,,,,0.147654,0.73067,1e-05,0.042687,8.4e-05,0.078895,1
U-026219-7,,,,,,,,,,,,,0.124883,0.732233,1e-05,0.046597,1e-05,0.096267,1
U-026372-3,,,,,,,,,,,,,0.06558,0.687083,1e-05,0.150882,0.000907,0.095538,1
U-026417-7,,,,,,,,,,,,,0.098368,0.717575,0.000489,0.0967,0.00056,0.086307,1
U-026426-8,,,,,,,,,,,,,0.717598,0.148754,0.003766,0.090897,1e-05,0.038975,0
U-026444-0,,,,,,,,,,,,,0.003687,0.034382,1e-05,0.009946,0.559131,0.392843,4
U-026642-0,,,,,,,,,,,,,0.343092,0.445922,1e-05,0.133696,1e-05,0.07727,1
U-026714-7,,,,,,,,,,,,,0.157829,0.637647,1e-05,0.109631,0.003622,0.091261,1
U-026723-8,,,,,,,,,,,,,0.144644,0.701563,1e-05,0.073017,1e-05,0.080756,1
U-027065-3,,,,,,,,,,,,,0.158962,0.675589,1e-05,0.077862,1e-05,0.087567,1
U-027326-9,,,,,,,,,,,,,0.281021,0.552539,0.001458,0.078834,4.9e-05,0.086098,1
U-027362-3,,,,,,,,,,,,,0.219143,0.589693,0.003552,0.08951,1e-05,0.098092,1
U-027371-4,,,,,,,,,,,,,0.089509,0.748678,1e-05,0.065613,1e-05,0.096179,1
U-027407-7,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.607658,0.392302,4
U-027434-0,,,,,,,,,,,,,0.457431,0.342026,0.000872,0.139632,1e-05,0.06003,0
U-027704-7,,,,,,,,,,,,,0.249874,0.534662,1e-05,0.127318,0.000973,0.087164,1
U-027713-8,,,,,,,,,,,,,0.248937,0.590415,1e-05,0.075855,0.00796,0.076823,1
U-028073-5,,,,,,,,,,,,,0.218573,0.575542,1e-05,0.121985,1e-05,0.08388,1
U-028253-3,,,,,,,,,,,,,0.297423,0.444994,1e-05,0.182844,0.0013,0.073429,1
U-028262-4,,,,,,,,,,,,,0.196225,0.604501,1e-05,0.130258,1e-05,0.068997,1
U-028442-2,,,,,,,,,,,,,0.186874,0.557672,0.000304,0.118764,0.027498,0.108888,1
U-028604-8,,,,,,,,,,,,,0.287313,0.614391,1e-05,0.020188,1e-05,0.078087,1
U-028703-8,,,,,,,,,,,,,0.158967,0.655708,1e-05,0.026752,0.038157,0.120406,1
U-028802-8,,,,,,,,,,,,,0.142679,0.684719,1e-05,0.082087,0.000672,0.089833,1
U-029045-3,,,,,,,,,,,,,0.164743,0.686074,7.4e-05,0.053879,1e-05,0.09522,1
U-029072-6,,,,,,,,,,,,,0.167736,0.613989,1e-05,0.136624,0.003021,0.07862,1
U-029108-9,,,,,,,,,,,,,0.122396,0.714628,0.002754,0.061723,1e-05,0.098489,1
U-029234-2,,,,,,,,,,,,,0.1553,0.697562,1e-05,0.061961,0.001675,0.083491,1
U-029252-4,,,,,,,,,,,,,0.280921,0.532646,0.001936,0.109904,0.000903,0.07369,1
U-029306-9,,,,,,,,,,,,,0.155861,0.69122,1e-05,0.069304,0.000662,0.082943,1
U-029333-2,,,,,,,,,,,,,0.043185,0.764474,1e-05,0.092608,1e-05,0.099713,1
U-029603-9,,,,,,,,,,,,,0.170607,0.62849,1e-05,0.122378,1e-05,0.078504,1
U-029612-0,,,,,,,,,,,,,0.26246,0.547694,1e-05,0.108483,1e-05,0.081343,1
U-029702-9,,,,,,,,,,,,,0.065708,0.731743,1e-05,0.105925,1e-05,0.096604,1
U-029711-0,,,,,,,,,,,,,0.229572,0.643379,0.000933,0.051115,1e-05,0.074991,1
U-030449-4,,,,,,,,,,,,,0.199289,0.672257,0.003301,0.033049,1e-05,0.092093,1
U-030467-6,,,,,,,,,,,,,0.053128,0.763617,1e-05,0.089531,0.001592,0.092122,1
U-030791-9,,,,,,,,,,,,,0.300424,0.542228,1e-05,0.083584,0.000552,0.073201,1
U-031259-6,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.585735,0.414225,4
U-031493-0,,,,,,,,,,,,,0.677661,0.120579,1e-05,0.157379,0.000343,0.044027,0
U-031547-5,,,,,,,,,,,,,0.091781,0.721337,1e-05,0.09889,0.000423,0.087558,1
U-031646-5,,,,,,,,,,,,,0.194221,0.636812,0.00467,0.081713,0.001571,0.081013,1
U-031943-5,,,,,,,,,,,,,0.757107,0.127742,0.063672,1e-05,1e-05,0.051459,0
U-032078-9,,,,,,,,,,,,,0.165419,0.538179,1e-05,0.218538,0.00128,0.076575,1
U-032375-9,,,,,,,,,,,,,0.074787,0.784458,1.3e-05,0.03297,1e-05,0.107762,1
U-032537-5,,,,,,,,,,,,,0.113359,0.723654,1e-05,0.068927,0.000879,0.09317,1
U-032627-4,,,,,,,,,,,,,0.145816,0.666433,1e-05,0.093383,1e-05,0.094348,1
U-032663-8,,,,,,,,,,,,,0.72545,1e-05,0.006188,0.232747,0.000874,0.034731,0
U-032681-0,,,,,,,,,,,,,0.509246,0.277208,0.001986,0.145267,1e-05,0.066283,0
U-032735-5,,,,,,,,,,,,,0.095046,0.758628,1e-05,0.065352,0.000423,0.080541,1
U-032780-0,,,,,,,,,,,,,0.391528,0.008572,1e-05,0.530025,1e-05,0.069855,3
U-032807-2,,,,,,,,,,,,,0.432555,0.484175,0.003995,1e-05,1e-05,0.079255,1
U-033059-8,,,,,,,,,,,,,0.150144,0.660057,0.002503,0.111982,1e-05,0.075303,1
U-033329-5,,,,,,,,,,,,,0.130286,0.697998,1e-05,0.083013,0.000605,0.088089,1
U-033446-7,,,,,,,,,,,,,0.124476,0.708322,1e-05,0.07227,0.000613,0.094309,1
U-033455-8,,,,,,,,,,,,,0.753449,0.098701,1e-05,0.098311,1e-05,0.049519,0
U-033473-0,,,,,,,,,,,,,0.116221,0.733495,1e-05,0.058961,1e-05,0.091303,1
U-033671-0,,,,,,,,,,,,,0.052982,0.810969,1e-05,0.022794,1e-05,0.113236,1
U-033761-9,,,,,,,,,,,,,0.890991,1e-05,0.008249,0.059865,1e-05,0.040875,0
U-033806-3,,,,,,,,,,,,,0.13538,0.365268,1e-05,0.42089,1e-05,0.078442,3
U-033842-7,,,,,,,,,,,,,0.139234,0.681586,1e-05,0.068459,0.014572,0.096139,1
U-034058-9,,,,,,,,,,,,,0.145271,0.663527,1e-05,0.103904,0.000101,0.087187,1
U-034148-8,,,,,,,,,,,,,0.203442,0.658899,1e-05,0.055723,0.000781,0.081145,1
U-034436-7,,,,,,,,,,,,,0.284028,0.624736,0.002058,1e-05,0.000603,0.088566,1
U-034454-9,,,,,,,,,,,,,0.15786,0.748067,0.002448,1e-05,7.9e-05,0.091535,1
U-034625-6,,,,,,,,,,,,,0.21592,0.624102,0.003143,0.064973,1e-05,0.091851,1
U-034742-8,,,,,,,,,,,,,0.123433,0.616222,0.002652,0.169851,1e-05,0.087833,1
U-034850-9,,,,,,,,,,,,,0.084745,0.745895,1e-05,0.070989,1e-05,0.09835,1
U-034931-7,,,,,,,,,,,,,0.280317,0.642866,1e-05,0.00087,1e-05,0.075927,1
U-035138-8,,,,,,,,,,,,,0.243715,0.502363,1e-05,0.176891,1e-05,0.077011,1
U-035273-2,,,,,,,,,,,,,0.22137,0.531566,1e-05,0.179334,1e-05,0.067711,1
U-035345-9,,,,,,,,,,,,,0.098781,0.729238,1e-05,0.085708,0.000265,0.085999,1
U-035480-3,,,,,,,,,,,,,0.117227,0.744577,1e-05,0.051198,0.001592,0.085395,1
U-035741-9,,,,,,,,,,,,,0.707137,0.000103,0.010033,0.228495,1e-05,0.054221,0
U-035831-8,,,,,,,,,,,,,0.150049,0.650391,1e-05,0.116115,0.004183,0.079252,1
U-036074-3,,,,,,,,,,,,,0.196392,0.661254,1e-05,0.057878,0.00103,0.083436,1
