Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,assignment
A-133847-6,,,,,,,,,,,,,0.52264,0.322957,0.004101,0.089827,1e-05,0.060466,0
A-133865-8,,,,,,,,,,,,,0.17541,0.703473,1e-05,0.026139,1e-05,0.094957,1
A-133973-9,,,,,,,,,,,,,0.133814,0.687173,0.006335,0.091807,1e-05,0.080862,1
A-134279-0,,,,,,,,,,,,,0.711152,0.182326,0.051241,1e-05,0.000147,0.055124,0
A-134369-9,,,,,,,,,,,,,0.185186,0.572369,1e-05,0.161138,1e-05,0.081287,1
A-134729-5,,,,,,,,,,,,,0.481344,0.319982,0.000865,0.13721,3.1e-05,0.060569,0
A-134738-6,,,,,,,,,,,,,0.099611,0.765803,1e-05,0.037236,1e-05,0.097329,1
A-134765-9,,,,,,,,,,,,,0.359769,0.408693,0.00329,0.158893,0.001408,0.067948,1
A-134981-1,,,,,,,,,,,,,0.342221,0.505865,1e-05,0.07185,0.000365,0.079689,1
A-134990-2,,,,,,,,,,,,,0.131533,0.693054,1e-05,0.08607,0.000588,0.088745,1
A-135197-3,,,,,,,,,,,,,0.165725,0.65997,1e-05,0.085887,0.000941,0.087468,1
A-135278-1,,,,,,,,,,,,,0.23752,0.572085,0.000474,0.111244,0.000928,0.077748,1
A-135593-3,,,,,,,,,,,,,0.857876,1e-05,0.002925,0.101604,1e-05,0.037576,0
A-135647-8,,,,,,,,,,,,,0.168597,0.655508,1e-05,0.07982,0.000124,0.09594,1
A-135692-3,,,,,,,,,,,,,0.261073,0.536068,0.002363,0.122217,1e-05,0.078269,1
A-135746-8,,,,,,,,,,,,,0.012554,0.126968,0.32064,1e-05,0.005907,0.533921,5
A-135755-9,,,,,,,,,,,,,0.214257,0.550082,0.00193,0.179574,1e-05,0.054146,1
A-135782-2,,,,,,,,,,,,,0.511321,0.343824,0.006979,0.081036,1e-05,0.05683,0
A-135836-7,,,,,,,,,,,,,0.425816,0.417842,0.001538,0.087217,1e-05,0.067576,0
A-135845-8,,,,,,,,,,,,,0.164655,0.671986,1e-05,0.087092,1e-05,0.076247,1
A-135863-0,,,,,,,,,,,,,0.232647,0.6693,0.005146,0.001097,1e-05,0.0918,1
A-135953-9,,,,,,,,,,,,,0.102121,0.746173,1e-05,0.057553,1e-05,0.094133,1
A-136178-2,,,,,,,,,,,,,0.162767,0.642844,1e-05,0.084067,0.014012,0.0963,1
A-136286-3,,,,,,,,,,,,,0.235694,0.612009,0.007129,0.053363,1e-05,0.091795,1
A-136349-9,,,,,,,,,,,,,0.25134,0.610744,1e-05,0.064983,1e-05,0.072912,1
A-136385-3,,,,,,,,,,,,,1e-05,0.011972,1.4e-05,1e-05,0.584035,0.403958,4
A-136466-1,,,,,,,,,,,,,0.169096,0.697439,1e-05,0.042845,0.00114,0.089471,1
A-136475-2,,,,,,,,,,,,,0.320728,0.528008,1e-05,0.07875,0.000292,0.072212,1
A-136484-3,,,,,,,,,,,,,0.70378,1e-05,0.00684,0.239938,0.000387,0.049044,0
A-136592-4,,,,,,,,,,,,,0.241975,0.553994,1e-05,0.117604,1e-05,0.086407,1
A-136646-9,,,,,,,,,,,,,0.727873,0.006076,0.004572,0.216621,1e-05,0.044848,0
A-136673-2,,,,,,,,,,,,,0.095066,0.731445,1e-05,0.076642,0.003319,0.093518,1
A-136727-7,,,,,,,,,,,,,0.335009,0.472999,1e-05,0.122914,0.000896,0.068172,1
A-136826-7,,,,,,,,,,,,,0.0898,0.748894,1e-05,0.062906,1e-05,0.098381,1
A-137159-1,,,,,,,,,,,,,0.080921,0.733066,1e-05,0.09574,0.001082,0.089181,1
A-137393-5,,,,,,,,,,,,,0.076618,0.751721,1e-05,0.061824,0.000598,0.109229,1
A-137438-9,,,,,,,,,,,,,0.271048,0.64003,0.005108,0.004028,1e-05,0.079777,1
A-137447-0,,,,,,,,,,,,,0.046102,0.147237,0.58899,0.105286,0.020426,0.091958,2
A-137474-3,,,,,,,,,,,,,0.255915,0.525005,1e-05,0.141979,0.0012,0.075892,1
A-137528-8,,,,,,,,,,,,,0.197067,0.661062,0.003867,0.043906,1e-05,0.094088,1
A-137636-9,,,,,,,,,,,,,0.158675,0.677172,1e-05,0.077362,0.006707,0.080074,1
A-137735-9,,,,,,,,,,,,,0.01989,0.299502,0.002058,0.607184,0.006944,0.064422,3
A-137807-6,,,,,,,,,,,,,0.869883,1e-05,0.010209,0.092216,1e-05,0.027672,0
A-137861-2,,,,,,,,,,,,,0.199442,0.664932,1e-05,0.05924,0.001553,0.074824,1
A-138059-2,,,,,,,,,,,,,0.243455,0.494838,1e-05,0.195608,0.001455,0.064633,1
A-138248-1,,,,,,,,,,,,,0.15248,0.686565,1e-05,0.071829,0.000379,0.088737,1
A-138275-4,,,,,,,,,,,,,0.238849,0.584921,0.000822,0.087142,0.00058,0.087686,1
A-138437-0,,,,,,,,,,,,,0.121135,0.694092,1e-05,0.089479,0.000684,0.0946,1
A-138545-1,,,,,,,,,,,,,0.413581,0.498828,0.007871,1e-05,0.001117,0.078593,1
A-138860-3,,,,,,,,,,,,,0.111919,0.709486,0.001034,0.081936,1e-05,0.095615,1
A-138914-8,,,,,,,,,,,,,0.076633,0.743312,1e-05,0.092431,1e-05,0.087604,1
A-139166-4,,,,,,,,,,,,,0.20642,0.571448,0.000666,0.142127,0.00069,0.078649,1
A-139184-6,,,,,,,,,,,,,0.120834,0.656203,1e-05,0.131373,0.000539,0.091041,1
A-139427-0,,,,,,,,,,,,,0.275878,0.526279,0.000956,0.127652,1e-05,0.069226,1
A-139445-2,,,,,,,,,,,,,0.540576,0.269297,0.001391,0.135082,1e-05,0.053644,0
A-139472-5,,,,,,,,,,,,,0.060891,0.658511,1e-05,0.178066,0.001204,0.101318,1
A-139481-6,,,,,,,,,,,,,0.155146,0.675672,1e-05,0.078336,0.002399,0.088438,1
A-139724-0,,,,,,,,,,,,,0.139423,0.666734,1e-05,0.097647,1e-05,0.096176,1
A-141389-8,,,,,,,,,,,,,0.46824,0.391041,0.002488,0.072623,0.003624,0.061983,0
A-141578-7,,,,,,,,,,,,,0.281825,0.461308,1e-05,0.184207,1e-05,0.07264,1
A-141767-6,,,,,,,,,,,,,0.136143,0.669268,0.002512,0.108306,1e-05,0.083761,1
A-141974-7,,,,,,,,,,,,,0.02467,0.021604,0.012053,1e-05,0.540196,0.401466,4
A-142289-9,,,,,,,,,,,,,0.182452,0.641339,1e-05,0.088898,1e-05,0.087291,1
A-142559-6,,,,,,,,,,,,,0.156944,0.607127,1e-05,0.148825,2.8e-05,0.087066,1
A-142595-0,,,,,,,,,,,,,0.159555,0.692707,1e-05,0.065154,0.000685,0.081889,1
A-142649-5,,,,,,,,,,,,,0.77868,1e-05,0.010981,0.167266,1e-05,0.043054,0
A-142676-8,,,,,,,,,,,,,0.17155,0.673077,0.000457,0.058166,0.000601,0.096148,1
A-142748-5,,,,,,,,,,,,,0.297127,0.547107,1e-05,0.051809,0.009949,0.093998,1
A-142919-2,,,,,,,,,,,,,0.072152,0.805058,1e-05,0.044696,0.000638,0.077446,1
A-142982-9,,,,,,,,,,,,,0.079393,0.677444,1e-05,0.154169,1e-05,0.088974,1
A-143387-0,,,,,,,,,,,,,0.145189,0.684792,1e-05,0.082037,1e-05,0.087962,1
A-143774-9,,,,,,,,,,,,,0.128336,0.704406,0.002239,0.078213,0.000718,0.086088,1
A-143792-1,,,,,,,,,,,,,0.217183,0.593252,1e-05,0.111984,1e-05,0.077561,1
A-143873-9,,,,,,,,,,,,,0.150929,0.650988,1e-05,0.112297,1e-05,0.085766,1
A-143882-0,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
A-143954-7,,,,,,,,,,,,,0.135627,0.688662,1e-05,0.07753,1e-05,0.098161,1
A-144188-1,,,,,,,,,,,,,0.152301,0.628475,1e-05,0.140666,0.000599,0.077949,1
A-144269-9,,,,,,,,,,,,,0.503601,0.045908,0.017221,0.373907,1e-05,0.059353,0
A-144278-0,,,,,,,,,,,,,0.600403,0.200943,0.003102,0.125818,0.001045,0.06869,0
A-144359-8,,,,,,,,,,,,,0.183752,0.653947,1e-05,0.076764,0.000614,0.084912,1
A-144395-2,,,,,,,,,,,,,1e-05,1e-05,0.986803,1e-05,1e-05,0.013157,2
A-144485-1,,,,,,,,,,,,,0.52291,0.382205,0.027249,1e-05,0.000652,0.066975,0
A-144593-2,,,,,,,,,,,,,0.152905,0.62133,0.000841,0.153753,0.003744,0.067425,1
A-144674-0,,,,,,,,,,,,,0.140853,0.698769,1e-05,0.061892,1e-05,0.098466,1
A-144764-9,,,,,,,,,,,,,0.294869,0.324413,3.2e-05,0.3142,0.001735,0.064751,1
A-144845-7,,,,,,,,,,,,,0.694459,0.114517,0.004626,0.133082,0.001561,0.051755,0
A-144872-0,,,,,,,,,,,,,0.482407,0.441434,1e-05,1e-05,1e-05,0.076129,0
A-144881-1,,,,,,,,,,,,,0.119801,0.779591,1e-05,1e-05,1e-05,0.100578,1
A-145376-1,,,,,,,,,,,,,0.425048,0.423364,0.000236,0.081649,0.001198,0.068505,0
A-145475-1,,,,,,,,,,,,,1e-05,0.06373,0.001436,0.020484,0.539043,0.375296,4
A-145664-0,,,,,,,,,,,,,0.080226,0.73289,1e-05,0.092673,0.008432,0.085769,1
A-145745-8,,,,,,,,,,,,,0.145095,0.727779,0.003596,0.032963,0.000678,0.089889,1
A-145844-8,,,,,,,,,,,,,0.094091,0.737947,1e-05,0.067569,1e-05,0.100373,1
A-146267-1,,,,,,,,,,,,,0.220042,0.656253,0.002225,0.037121,0.009764,0.074596,1
A-146285-3,,,,,,,,,,,,,0.306467,0.582183,0.002994,0.024888,1e-05,0.083459,1
A-146357-0,,,,,,,,,,,,,0.164487,0.639478,1e-05,0.114398,0.001534,0.080093,1
A-146447-9,,,,,,,,,,,,,1e-05,0.005268,1e-05,0.933832,0.001461,0.059419,3
A-146573-2,,,,,,,,,,,,,0.55558,0.325291,0.001895,0.060361,0.00079,0.056082,0
A-146636-8,,,,,,,,,,,,,0.380558,0.508174,0.003422,0.023924,1e-05,0.083911,1
A-146708-5,,,,,,,,,,,,,0.481026,0.285545,1e-05,0.172478,1e-05,0.060932,0
A-146735-8,,,,,,,,,,,,,0.200378,0.664147,1e-05,0.04244,0.00043,0.092595,1
A-147185-4,,,,,,,,,,,,,0.459328,0.319599,0.000857,0.156986,1e-05,0.06322,0
A-147239-9,,,,,,,,,,,,,0.592421,0.230375,1e-05,0.117296,0.000948,0.058949,0
A-147257-1,,,,,,,,,,,,,0.115088,0.739688,1e-05,0.065086,1e-05,0.080118,1
A-147617-7,,,,,,,,,,,,,0.566314,0.329496,0.002839,0.039796,1e-05,0.061544,0
A-147644-0,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
A-147842-0,,,,,,,,,,,,,0.111304,0.587829,0.000262,0.214668,1e-05,0.085928,1
A-147851-1,,,,,,,,,,,,,0.140676,0.656877,1e-05,0.116483,0.001032,0.084921,1
A-148175-4,,,,,,,,,,,,,0.322967,0.546967,1e-05,0.055065,1e-05,0.074982,1
A-148229-9,,,,,,,,,,,,,0.338718,0.481377,0.000617,0.113281,0.000202,0.065804,1
A-148274-4,,,,,,,,,,,,,0.172221,0.623481,1e-05,0.093916,0.001247,0.109126,1
A-148355-2,,,,,,,,,,,,,0.395365,0.3778,1e-05,0.164315,1e-05,0.0625,0
A-148391-6,,,,,,,,,,,,,0.180246,0.626968,1e-05,0.106139,1e-05,0.086627,1
A-148436-0,,,,,,,,,,,,,1e-05,0.012618,1e-05,0.912851,1e-05,0.074501,3
A-148526-9,,,,,,,,,,,,,0.164061,0.658191,1e-05,0.097917,1e-05,0.079811,1
A-149336-1,,,,,,,,,,,,,0.413365,0.418173,1e-05,0.102405,0.002085,0.063962,1
A-149705-8,,,,,,,,,,,,,0.008099,0.115656,1e-05,1e-05,0.510858,0.365367,4
A-149723-0,,,,,,,,,,,,,0.066943,0.813175,1e-05,0.017239,1e-05,0.102624,1
A-149921-0,,,,,,,,,,,,,0.176249,0.666963,1e-05,0.073663,0.000536,0.08258,1
A-150839-2,,,,,,,,,,,,,0.31637,0.306518,1e-05,0.294794,0.000143,0.082166,0
A-150893-8,,,,,,,,,,,,,0.161188,0.677241,1e-05,0.076646,1e-05,0.084905,1
A-150965-5,,,,,,,,,,,,,0.480554,0.380053,0.003037,0.073458,0.0007,0.062197,0
A-151667-6,,,,,,,,,,,,,0.760932,0.096453,0.002208,0.084369,1e-05,0.056028,0
A-151685-8,,,,,,,,,,,,,0.294392,0.353651,1e-05,0.293706,0.001309,0.056933,1
A-151694-9,,,,,,,,,,,,,0.146326,0.725063,0.001898,0.039817,0.000965,0.085931,1
A-151883-8,,,,,,,,,,,,,0.171062,0.620613,0.007671,0.116566,1e-05,0.084077,1
A-151964-6,,,,,,,,,,,,,0.513772,0.32045,1e-05,0.09113,1e-05,0.074629,0
A-151982-8,,,,,,,,,,,,,0.892523,1e-05,0.002379,0.057025,1e-05,0.048052,0
A-152378-8,,,,,,,,,,,,,0.074518,0.731642,1e-05,0.098383,0.001493,0.093954,1
A-152549-5,,,,,,,,,,,,,0.067317,0.730763,1e-05,0.107658,0.001789,0.092463,1
A-152666-7,,,,,,,,,,,,,0.240106,0.511398,0.007965,0.164718,1e-05,0.075803,1
A-152963-7,,,,,,,,,,,,,0.34774,0.47167,1e-05,0.11222,0.00056,0.067799,1
A-153278-9,,,,,,,,,,,,,0.251778,0.233856,1e-05,0.446323,0.001422,0.066611,3
A-153458-7,,,,,,,,,,,,,0.115686,0.65735,0.031714,0.058653,0.006604,0.129993,1
A-153719-3,,,,,,,,,,,,,0.225256,0.629912,1e-05,0.082109,0.000861,0.061853,1
A-153809-2,,,,,,,,,,,,,0.099392,0.491987,0.002017,0.324948,0.000847,0.080809,1
A-153863-8,,,,,,,,,,,,,0.13379,0.721318,1e-05,0.048778,1e-05,0.096094,1
A-154196-2,,,,,,,,,,,,,0.166018,0.657764,0.000864,0.086033,0.000347,0.088974,1
A-154367-9,,,,,,,,,,,,,0.024603,0.033504,0.833579,0.005208,1e-05,0.103096,2
A-154394-2,,,,,,,,,,,,,0.507356,0.25099,0.00268,0.178061,1e-05,0.060903,0
A-154619-4,,,,,,,,,,,,,0.511728,0.262526,1e-05,0.178265,1e-05,0.047461,0
A-154664-9,,,,,,,,,,,,,0.358768,0.466845,0.001097,0.096634,1e-05,0.076646,1
A-154736-6,,,,,,,,,,,,,0.145928,0.644943,0.00497,0.13182,1e-05,0.072328,1
A-154817-4,,,,,,,,,,,,,0.872257,1e-05,0.001113,0.086564,1e-05,0.040045,0
A-154925-5,,,,,,,,,,,,,0.143478,0.694469,0.001562,0.069208,1e-05,0.091274,1
A-154934-6,,,,,,,,,,,,,0.338365,0.580007,0.006557,1e-05,1e-05,0.075051,1
A-154943-7,,,,,,,,,,,,,0.206583,0.613384,1e-05,0.096062,0.002412,0.081548,1
A-155096-3,,,,,,,,,,,,,0.537562,0.276252,1e-05,0.125941,1e-05,0.060225,0
A-155267-0,,,,,,,,,,,,,0.274933,0.481607,1e-05,0.161681,1e-05,0.081758,1
A-155429-6,,,,,,,,,,,,,0.167162,0.678476,0.000584,0.074527,0.000444,0.078807,1
A-155465-0,,,,,,,,,,,,,0.055673,0.805902,0.000856,0.035708,1e-05,0.101851,1
A-155915-5,,,,,,,,,,,,,0.645901,0.092164,1e-05,0.211641,1e-05,0.050275,0
A-156077-2,,,,,,,,,,,,,0.366274,0.189122,1e-05,0.373474,0.00042,0.070699,3
A-156284-3,,,,,,,,,,,,,0.041378,0.389175,0.10063,0.349088,0.025478,0.094251,1
A-156356-0,,,,,,,,,,,,,0.123341,0.688495,0.003898,0.088761,0.005617,0.089886,1
A-156437-8,,,,,,,,,,,,,0.174169,0.56718,0.045205,0.090429,0.004217,0.1188,1
A-156572-2,,,,,,,,,,,,,0.200637,0.635606,1e-05,0.09255,1e-05,0.071187,1
A-156581-3,,,,,,,,,,,,,0.197385,0.645034,1e-05,0.083745,1e-05,0.073816,1
A-156626-7,,,,,,,,,,,,,0.33855,0.449758,0.000744,0.1402,0.000798,0.069951,1
A-156653-0,,,,,,,,,,,,,0.27609,0.63711,0.011127,1e-05,1e-05,0.075654,1
A-156851-0,,,,,,,,,,,,,0.616961,0.108263,0.003549,0.218384,1e-05,0.052833,0
A-156932-8,,,,,,,,,,,,,0.248483,0.542885,1e-05,0.135003,4.5e-05,0.073573,1
A-157256-1,,,,,,,,,,,,,0.266644,0.508843,1e-05,0.145754,0.000822,0.077927,1
A-157373-3,,,,,,,,,,,,,0.20972,0.66704,0.000571,0.045443,2.9e-05,0.077198,1
A-157625-8,,,,,,,,,,,,,0.299662,0.466729,1e-05,0.157676,1e-05,0.075913,1
A-158156-2,,,,,,,,,,,,,0.399866,0.443199,1e-05,0.101047,5.9e-05,0.055819,1
A-158219-8,,,,,,,,,,,,,0.714238,0.02018,0.010795,0.209491,1e-05,0.045287,0
A-158282-5,,,,,,,,,,,,,0.184404,0.622482,0.002182,0.106139,0.004689,0.080104,1
A-158354-2,,,,,,,,,,,,,0.205312,0.584258,1e-05,0.1373,1e-05,0.07311,1
A-158390-6,,,,,,,,,,,,,0.033296,0.156499,1e-05,0.072101,0.411307,0.326787,4
A-158417-8,,,,,,,,,,,,,0.179152,0.63542,1e-05,0.097182,0.000142,0.088094,1
A-158426-9,,,,,,,,,,,,,0.06549,0.751173,0.001005,0.084198,1e-05,0.098124,1
A-158525-9,,,,,,,,,,,,,1e-05,1e-05,0.002441,0.925105,0.002261,0.070172,3
A-159128-0,,,,,,,,,,,,,0.105444,0.696395,1e-05,0.111039,0.002023,0.085089,1
A-159245-2,,,,,,,,,,,,,0.124715,0.65105,1e-05,0.134496,0.000153,0.089576,1
A-159353-3,,,,,,,,,,,,,0.151726,0.620691,1e-05,0.144966,1e-05,0.082597,1
A-159362-4,,,,,,,,,,,,,0.122006,0.744184,0.007842,0.023197,0.002366,0.100406,1
A-159623-0,,,,,,,,,,,,,0.021225,0.126728,1e-05,0.011443,0.495749,0.344845,4
A-159650-3,,,,,,,,,,,,,0.495132,0.441253,0.001132,1e-05,1e-05,0.062463,0
A-159830-1,,,,,,,,,,,,,0.289176,0.428014,0.001599,0.208773,1e-05,0.072429,1
A-160766-5,,,,,,,,,,,,,0.379191,0.467139,1e-05,0.07915,1e-05,0.0745,1
A-160847-3,,,,,,,,,,,,,0.795699,0.042699,0.002177,0.120154,1e-05,0.039261,0
A-161549-4,,,,,,,,,,,,,0.13176,0.72518,1e-05,0.046687,3e-05,0.096333,1
A-161729-2,,,,,,,,,,,,,0.136619,0.641552,1e-05,0.118397,0.002964,0.100458,1
A-161765-6,,,,,,,,,,,,,1e-05,0.157474,0.780269,0.012461,1e-05,0.049776,2
A-161783-8,,,,,,,,,,,,,0.364002,0.4301,0.002734,0.137656,0.00207,0.063438,1
A-161873-7,,,,,,,,,,,,,0.182287,0.583894,0.002058,0.142125,0.001479,0.088157,1
A-161927-2,,,,,,,,,,,,,0.22267,0.670629,0.008679,0.013367,1e-05,0.084645,1
B-000001-8,,,,,,,,,,,,,0.337304,0.456146,0.006675,0.101526,0.000308,0.098041,1
B-000999-5,,,,,,,,,,,,,0.392773,0.391489,0.004097,0.145595,0.00103,0.065016,0
B-005589-9,,,,,,,,,,,,,0.123805,0.742008,1e-05,0.044492,1e-05,0.089675,1
B-005697-0,,,,,,,,,,,,,0.002362,0.050296,1e-05,0.013122,0.558165,0.376045,4
B-005769-7,,,,,,,,,,,,,0.644119,0.227017,0.001079,0.0817,1e-05,0.046075,0
B-006597-1,,,,,,,,,,,,,0.063065,0.36189,1e-05,0.49169,0.004916,0.078428,3
B-006669-8,,,,,,,,,,,,,0.095939,0.507658,0.079503,0.14208,0.00709,0.167731,1
B-006759-7,,,,,,,,,,,,,0.208685,0.562676,1e-05,0.144675,0.00111,0.082845,1
B-006984-0,,,,,,,,,,,,,0.69841,0.207836,1e-05,0.031673,1e-05,0.062061,0
B-007488-1,,,,,,,,,,,,,0.859914,1e-05,1e-05,0.097492,1e-05,0.042564,0
B-007848-7,,,,,,,,,,,,,0.023721,0.220587,1e-05,0.674334,0.002835,0.078514,3
B-008289-2,,,,,,,,,,,,,0.364047,0.534137,0.014806,1e-05,0.000222,0.086779,1
B-008469-0,,,,,,,,,,,,,0.19003,0.547428,1e-05,0.186698,1e-05,0.075824,1
B-008568-0,,,,,,,,,,,,,0.140153,0.687992,0.000899,0.087384,0.00055,0.08302,1
B-008676-1,,,,,,,,,,,,,0.265783,0.489913,1e-05,0.171312,0.001463,0.071519,1
B-008748-8,,,,,,,,,,,,,0.527975,0.339416,1e-05,0.065268,1e-05,0.067321,0
B-008775-1,,,,,,,,,,,,,1e-05,1e-05,1e-05,0.938184,1e-05,0.061776,3
B-008865-0,,,,,,,,,,,,,0.024815,0.875652,1e-05,0.003915,1e-05,0.095598,1
B-008883-2,,,,,,,,,,,,,0.121658,0.718471,1e-05,0.073428,0.000632,0.0858,1
B-009279-2,,,,,,,,,,,,,0.230801,0.477501,0.016043,0.200113,8.3e-05,0.075458,1
B-009297-4,,,,,,,,,,,,,0.161076,0.656647,1e-05,0.101376,1e-05,0.080881,1
B-011997-6,,,,,,,,,,,,,0.92167,1e-05,0.004312,0.019483,1e-05,0.054514,0
B-013986-7,,,,,,,,,,,,,0.344274,0.515185,1e-05,0.060944,1e-05,0.079577,1
B-014499-9,,,,,,,,,,,,,0.016067,0.247221,0.206483,0.135652,0.013454,0.381123,5
B-014688-8,,,,,,,,,,,,,0.782042,0.077125,0.088116,1e-05,1e-05,0.052697,0
B-014967-6,,,,,,,,,,,,,0.044612,0.791111,1.2e-05,0.063212,1e-05,0.101043,1
B-014976-7,,,,,,,,,,,,,0.147138,0.659776,1e-05,0.11137,1e-05,0.081696,1
B-014985-8,,,,,,,,,,,,,0.059014,0.679585,0.004246,0.097151,0.044006,0.115998,1
B-015489-9,,,,,,,,,,,,,0.316869,0.164648,1e-05,0.460326,0.001265,0.056882,3
B-015498-0,,,,,,,,,,,,,0.074405,0.718855,1e-05,0.116488,0.000825,0.089417,1
B-015759-6,,,,,,,,,,,,,0.157999,0.666858,1e-05,0.096949,1e-05,0.078174,1
B-015849-5,,,,,,,,,,,,,0.168206,0.588762,1e-05,0.165272,0.00158,0.07617,1
B-015876-8,,,,,,,,,,,,,0.14719,0.687733,1e-05,0.081767,1e-05,0.08329,1
B-016398-1,,,,,,,,,,,,,0.497655,0.413654,1e-05,0.022898,1e-05,0.065773,0
B-016488-0,,,,,,,,,,,,,0.118581,0.73501,1e-05,0.052382,1e-05,0.094007,1
B-016497-1,,,,,,,,,,,,,0.248092,0.609628,1e-05,0.043704,0.004501,0.094065,1
B-016659-7,,,,,,,,,,,,,0.153475,0.665956,0.000925,0.106744,0.000437,0.072463,1
B-016776-9,,,,,,,,,,,,,0.457761,0.336024,0.000712,0.134597,0.000126,0.07078,0
B-017199-2,,,,,,,,,,,,,0.085167,0.775475,1e-05,0.05174,0.001779,0.085829,1
B-017397-2,,,,,,,,,,,,,0.584823,0.290658,1e-05,0.044445,1e-05,0.080054,0
B-017595-2,,,,,,,,,,,,,0.082175,0.716194,1e-05,0.098192,1e-05,0.103419,1
B-017667-9,,,,,,,,,,,,,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,2
B-017757-8,,,,,,,,,,,,,0.613446,0.040343,0.002072,0.292598,0.000952,0.05059,0
B-017784-1,,,,,,,,,,,,,0.163153,0.57006,1e-05,0.175576,0.000762,0.09044,1
B-018189-2,,,,,,,,,,,,,0.190077,0.642821,0.000912,0.082524,1e-05,0.083657,1
B-018297-3,,,,,,,,,,,,,0.162294,0.704491,1e-05,0.041031,1e-05,0.092163,1
B-018549-8,,,,,,,,,,,,,0.23675,0.540869,1e-05,0.14525,1e-05,0.077111,1
B-018846-8,,,,,,,,,,,,,0.598207,0.156761,0.001976,0.177734,0.001101,0.064221,0
B-018909-4,,,,,,,,,,,,,0.207728,0.596175,0.017127,0.085628,0.000489,0.092853,1
B-019179-2,,,,,,,,,,,,,0.158297,0.473887,1e-05,0.280882,0.001942,0.084982,1
B-019188-3,,,,,,,,,,,,,0.287181,0.640155,0.009165,1e-05,1e-05,0.063479,1
B-019296-4,,,,,,,,,,,,,0.215856,0.618682,0.001343,0.07375,0.000691,0.089678,1
B-019485-3,,,,,,,,,,,,,0.314237,0.515622,1e-05,0.093252,1e-05,0.076868,1
B-019593-4,,,,,,,,,,,,,0.717022,0.100632,0.003492,0.123565,1e-05,0.055279,0
B-019737-8,,,,,,,,,,,,,0.117638,0.689021,1e-05,0.097071,0.000876,0.095384,1
B-019917-6,,,,,,,,,,,,,1e-05,1e-05,0.003481,0.932358,1e-05,0.064132,3
B-019926-7,,,,,,,,,,,,,0.375767,0.44542,0.000407,0.123401,1e-05,0.054995,1
B-022878-5,,,,,,,,,,,,,0.274342,0.543084,1e-05,0.095336,0.001024,0.086204,1
B-022995-7,,,,,,,,,,,,,0.768499,0.023145,0.002369,0.160625,1e-05,0.045352,0
B-023499-8,,,,,,,,,,,,,0.169228,0.623565,0.001212,0.117887,1e-05,0.088097,1
B-023769-5,,,,,,,,,,,,,1e-05,1e-05,0.004227,0.932502,1e-05,0.063241,3
B-023796-8,,,,,,,,,,,,,0.892778,1e-05,0.067505,1e-05,1e-05,0.039687,0
B-023895-8,,,,,,,,,,,,,0.285216,0.498801,1e-05,0.137748,0.00031,0.077916,1
B-025695-0,,,,,,,,,,,,,0.185679,0.621904,1e-05,0.106713,1e-05,0.085683,1
B-025875-8,,,,,,,,,,,,,0.841609,0.065545,0.00467,0.047024,1e-05,0.041143,0
B-025965-7,,,,,,,,,,,,,0.385036,0.473958,1e-05,0.077589,1e-05,0.063397,1
B-026388-0,,,,,,,,,,,,,0.118908,0.658882,0.001178,0.125955,0.000456,0.094619,1
B-026586-0,,,,,,,,,,,,,0.574802,0.299207,1e-05,0.070831,5.3e-05,0.055097,0
B-026658-7,,,,,,,,,,,,,0.109476,0.749791,0.001482,0.040538,1e-05,0.098704,1
B-026694-1,,,,,,,,,,,,,0.14379,0.669504,0.000983,0.093394,0.000975,0.091354,1
B-026919-3,,,,,,,,,,,,,0.498036,0.326119,0.004671,0.108575,0.00017,0.062429,0
B-026973-9,,,,,,,,,,,,,0.230492,0.600364,1e-05,0.078071,1e-05,0.091053,1
B-027189-1,,,,,,,,,,,,,0.359444,0.527272,0.008697,0.01775,0.001165,0.085672,1
B-027396-2,,,,,,,,,,,,,0.147994,0.633826,1e-05,0.126992,0.003382,0.087797,1
B-027585-1,,,,,,,,,,,,,0.359395,0.456261,0.009739,0.114153,0.000448,0.060005,1
B-027738-6,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,0.600582,0.399378,4
B-027765-9,,,,,,,,,,,,,0.514486,0.27934,1e-05,0.138725,0.001286,0.066152,0
B-027837-6,,,,,,,,,,,,,0.034425,1e-05,1e-05,0.029056,0.544293,0.392205,4
B-027864-9,,,,,,,,,,,,,0.123538,0.662942,0.001146,0.127481,0.000206,0.084687,1
B-027882-1,,,,,,,,,,,,,0.008946,0.099131,1e-05,0.008302,0.527627,0.355983,4
B-027936-6,,,,,,,,,,,,,0.287466,0.48977,1e-05,0.141987,6e-05,0.080707,1
B-028188-2,,,,,,,,,,,,,0.197153,0.620037,1e-05,0.097869,0.000848,0.084083,1
B-028593-3,,,,,,,,,,,,,0.145487,0.645374,1e-05,0.125155,0.000673,0.083302,1
B-028665-0,,,,,,,,,,,,,0.053486,0.762989,1e-05,0.095786,0.000173,0.087556,1
